# rho, p, epsilon
0 2.56e-11 3.800404955842467e-16 2.560106483747716e-11
1 2.570015417781497e-11 3.820593716716198e-16 2.5701224671991728e-11
2 2.5800700186072635e-11 3.840889725651735e-16 2.5801776366998882e-11
3 2.5901639557720523e-11 3.8612935523792853e-16 2.590272145560579e-11
4 2.600297383170343e-11 3.881805769655604e-16 2.6004061476917718e-11
5 2.6104704552986935e-11 3.9024269532800877e-16 2.6105797976061582e-11
6 2.6206833272580934e-11 3.923157682110928e-16 2.6207932504209472e-11
7 2.63093615475633e-11 3.9439985380813667e-16 2.631046661860231e-11
8 2.641229094110373e-11 3.964950106216052e-16 2.6413401882573707e-11
9 2.6515623022487137e-11 3.9860129746473725e-16 2.6516739865573377e-11
10 2.6619359367138237e-11 4.0071877346320967e-16 2.662048214319169e-11
11 2.672350155664512e-11 4.0284749805678866e-16 2.6724630297183285e-11
12 2.6828051178783482e-11 4.0498753100099995e-16 2.6829185915491285e-11
13 2.6933009827540833e-11 4.071389323688068e-16 2.6934150592271522e-11
14 2.7038379103140798e-11 4.093017625522959e-16 2.703952592791683e-11
15 2.7144160612067506e-11 4.1147608226437267e-16 2.7145313529081457e-11
16 2.7250355967090097e-11 4.1366195254046565e-16 2.7251515008705548e-11
17 2.73569667872873e-11 4.158594347402399e-16 2.7358131986039764e-11
18 2.746399469807212e-11 4.1806859054931926e-16 2.7465166086669947e-11
19 2.7571441331216626e-11 4.202894819810179e-16 2.7572618942541913e-11
20 2.7679308324876817e-11 4.2252217137808125e-16 2.7680492191986353e-11
21 2.7787597323617607e-11 4.2476672141443603e-16 2.7788787479743775e-11
22 2.7896309978437903e-11 4.2702319509694943e-16 2.7897506456989633e-11
23 2.8005447946795877e-11 4.292916557672004e-16 2.800665078135957e-11
24 2.8115012892633788e-11 4.315721671032478e-16 2.811622211697427e-11
25 2.822500648640403e-11 4.3386479312143266e-16 2.8226222134465494e-11
26 2.8335430405094154e-11 4.361695981781651e-16 2.833665251100111e-11
27 2.844628633225254e-11 4.384866469717339e-16 2.8447514930310782e-11
28 2.855757595801407e-11 4.4081600454412222e-16 2.855881108271163e-11
29 2.866930097912589e-11 4.4315773628283357e-16 2.867054266513401e-11
30 2.878146309897329e-11 4.455119079227272e-16 2.8782711381147395e-11
31 2.8894064027605663e-11 4.478785855478634e-16 2.8895318940986338e-11
32 2.9007105481762582e-11 4.502578355933585e-16 2.9008367061576565e-11
33 2.912058918489997e-11 4.526497248472498e-16 2.9121857466561115e-11
34 2.923451686721639e-11 4.550543204523708e-16 2.9235791886326696e-11
35 2.93488902656794e-11 4.57471689908235e-16 2.9350172058029987e-11
36 2.946371112405206e-11 4.599019010729315e-16 2.9464999725624176e-11
37 2.95789811929195e-11 4.623450221650297e-16 2.9580276639885545e-11
38 2.969470222971573e-11 4.648011217654964e-16 2.9696004558440254e-11
39 2.9810875998749975e-11 4.672702688196115e-16 2.98121852457907e-11
40 2.992750427123427e-11 4.697525326389178e-16 2.9928820473343137e-11
41 3.0044588825309995e-11 4.722479829031572e-16 3.004591201943417e-11
42 3.016213144607511e-11 4.747566896622287e-16 3.016346166935804e-11
43 3.0280133925611354e-11 4.772787233381552e-16 3.0281471215393806e-11
44 3.0398598063011586e-11 4.798141547270595e-16 3.039994245683266e-11
45 3.05175256644072e-11 4.82363055001153e-16 3.0518877200005454e-11
46 3.063691854299568e-11 4.849254957107323e-16 3.063827725831013e-11
47 3.075677851906822e-11 4.875015487861885e-16 3.075814445223943e-11
48 3.08771074200375e-11 4.900912865400255e-16 3.0878480609408626e-11
49 3.099790708046552e-11 4.926947816688912e-16 3.0999287564583447e-11
50 3.1119179342091615e-11 4.953121072556169e-16 3.1120567159707964e-11
51 3.124092605386048e-11 4.979433367712694e-16 3.124232124393274e-11
52 3.136314907195039e-11 5.005885440772132e-16 3.1364551673643004e-11
53 3.148585025980164e-11 5.032478034271872e-16 3.1487260312487103e-11
54 3.16090314881444e-11 5.059211894693772e-16 3.161044903140438e-11
55 3.173269463502806e-11 5.086087772485284e-16 3.1734119708654474e-11
56 3.185684158584931e-11 5.113106422080409e-16 3.185827422984546e-11
57 3.198147423338101e-11 5.140268601920901e-16 3.198291448796271e-11
58 3.2106594477801085e-11 5.167575074477557e-16 3.210804238339779e-11
59 3.2232204226721476e-11 5.195026606271628e-16 3.223365982397742e-11
60 3.23583053952172e-11 5.22262396789632e-16 3.2359768724992504e-11
61 3.248489990585559e-11 5.250367934038442e-16 3.2486371009227466e-11
62 3.261198968872557e-11 5.278259283500141e-16 3.2613468606989414e-11
63 3.273957668146712e-11 5.30629879922077e-16 3.2741063456137725e-11
64 3.286766282930077e-11 5.334487268298865e-16 3.286915750211346e-11
65 3.299625008505731e-11 5.362825482014235e-16 3.29977526979691e-11
66 3.3125340409207514e-11 5.391314235850182e-16 3.312685100439833e-11
67 3.325493576989205e-11 5.419954329515821e-16 3.325645438976588e-11
68 3.3385038142951646e-11 5.448746566968569e-16 3.338656483013773e-11
69 3.351564951195664e-11 5.47769175643659e-16 3.35171843093107e-11
70 3.364677186823804e-11 5.506790710441653e-16 3.3648314818843424e-11
71 3.3778407210917346e-11 5.536044245821835e-16 3.37799583580863e-11
72 3.391055754693718e-11 5.565453183754473e-16 3.391211693421203e-11
73 3.4043224891091856e-11 5.595018349779213e-16 3.404479256224623e-11
74 3.417641126605812e-11 5.624740573821192e-16 3.417798726509819e-11
75 3.431011870242599e-11 5.654620690214326e-16 3.431170307359169e-11
76 3.444434923872968e-11 5.684659537724735e-16 3.4445942026495976e-11
77 3.457910492147873e-11 5.714857959574289e-16 3.4580706170556835e-11
78 3.4714387805189164e-11 5.745216803464274e-16 3.4715997560527814e-11
79 3.485019995241486e-11 5.775736921599194e-16 3.485181825920157e-11
80 3.4986543433778937e-11 5.806419170710687e-16 3.498817033744128e-11
81 3.512342032800538e-11 5.837264412081579e-16 3.512505587421224e-11
82 3.526083272195069e-11 5.868273511570054e-16 3.526247695661355e-11
83 3.539878271063588e-11 5.899447339634009e-16 3.540043567991014e-11
84 3.553727239727781e-11 5.930786771355332e-16 3.553893414756404e-11
85 3.567630389332215e-11 5.962292686464687e-16 3.567797447126741e-11
86 3.5815879318474945e-11 5.993965969366064e-16 3.581755877097413e-11
87 3.595600080073514e-11 6.025807509161644e-16 3.5957689174932216e-11
88 3.609667047642698e-11 6.057818199676754e-16 3.609836781971638e-11
89 3.6237890490232576e-11 6.089998939484957e-16 3.6239596850260504e-11
90 3.6379662995224655e-11 6.12235063193328e-16 3.638137841989042e-11
91 3.6521990152899314e-11 6.15487418516757e-16 3.652371469035669e-11
92 3.6664874133209045e-11 6.187570512157984e-16 3.6666607831867586e-11
93 3.680831711459576e-11 6.220440530724618e-16 3.681006002312221e-11
94 3.695232128402404e-11 6.253485163563275e-16 3.695407345134367e-11
95 3.7096888837014465e-11 6.286705338271362e-16 3.709865031231244e-11
96 3.72420219776771e-11 6.32010198737393e-16 3.724379281039987e-11
97 3.7387722918745076e-11 6.353676048349851e-16 3.738950315860177e-11
98 3.753399388160835e-11 6.387428463658133e-16 3.753578357857216e-11
99 3.76808370963477e-11 6.421360180764414e-16 3.76826363006573e-11
100 3.782825480176815e-11 6.455472152167413e-16 3.783006356392908e-11
101 3.7976249245433975e-11 6.489765335425882e-16 3.7978067616220085e-11
102 3.8124822683702405e-11 6.524240693185345e-16 3.8126650714157265e-11
103 3.827397738175813e-11 6.558899193205153e-16 3.8275815123196465e-11
104 3.842371561364788e-11 6.593741808385652e-16 3.8425563117657015e-11
105 3.857403966231507e-11 6.628769516795499e-16 3.8575896980756374e-11
106 3.8724951819634604e-11 6.663983301699101e-16 3.8726819004644946e-11
107 3.8876454386447836e-11 6.699384151584236e-16 3.887833149044105e-11
108 3.902854967259763e-11 6.734973060189786e-16 3.9030436748266e-11
109 3.9181239996963594e-11 6.770751026533642e-16 3.91831370972793e-11
110 3.933452768749741e-11 6.80671905494074e-16 3.933643486571404e-11
111 3.948841508125836e-11 6.842878155071257e-16 3.94903323909124e-11
112 3.964290452444893e-11 6.879229341948958e-16 3.9644832019361276e-11
113 3.9797998372450745e-11 6.915773635989717e-16 3.979993610672819e-11
114 3.9953698989859856e-11 6.952512063030017e-16 3.9955647017896626e-11
115 4.0110008750523726e-11 6.989445654355967e-16 4.011196712700301e-11
116 4.0266930037576804e-11 7.026575446732109e-16 4.026889881747228e-11
117 4.042446524347701e-11 7.063902482430549e-16 4.042644448205438e-11
118 4.058261677004221e-11 7.1014278092602235e-16 4.0584606522860775e-11
119 4.074138702848683e-11 7.139152480596306e-16 4.074338735140105e-11
120 4.090077843945865e-11 7.17707755540978e-16 4.090278938861966e-11
121 4.106079343307564e-11 7.215204098297161e-16 4.1062815064932884e-11
122 4.12214344489631e-11 7.25353317951039e-16 4.1223466820265904e-11
123 4.138270393629077e-11 7.292065874986866e-16 4.138474710408993e-11
124 4.154460435381023e-11 7.330803266379653e-16 4.15466583754596e-11
125 4.1707138169892377e-11 7.369746441087849e-16 4.170920310305049e-11
126 4.1870307862565024e-11 7.408896492287096e-16 4.187238376519671e-11
127 4.2034115919550715e-11 7.448254518960285e-16 4.203620284992875e-11
128 4.219856483830464e-11 7.487821625928389e-16 4.2200662855011325e-11
129 4.236365712605289e-11 7.527598923881527e-16 4.2365766287981744e-11
130 4.252939529983e-11 7.567587529409979e-16 4.253151566618742e-11
131 4.269578188651832e-11 7.607788565035766e-16 4.26979135168252e-11
132 4.286281942288591e-11 7.648203159244008e-16 4.286496237697935e-11
133 4.303051045562534e-11 7.688832446514638e-16 4.303266479366029e-11
134 4.3198857541392544e-11 7.729677567354243e-16 4.3201023323843536e-11
135 4.3367863246845786e-11 7.770739668328092e-16 4.3370040534508594e-11
136 4.353753014868479e-11 7.812019902092302e-16 4.353971900267816e-11
137 4.3707860833690055e-11 7.853519427426218e-16 4.37100613154574e-11
138 4.387885789876225e-11 7.895239409264921e-16 4.38810700700734e-11
139 4.405052395096182e-11 7.937181018731937e-16 4.405274787391474e-11
140 4.4222861607548774e-11 7.979345433172115e-16 4.4225097344571305e-11
141 4.4395873496022524e-11 8.02173383618467e-16 4.439812110987414e-11
142 4.456956225416199e-11 8.064347417656411e-16 4.457182180793556e-11
143 4.4743930530065976e-11 8.107187373795188e-16 4.4746202087189546e-11
144 4.4918980982192835e-11 8.150254907163286e-16 4.4921264606431386e-11
145 4.5094716279402073e-11 8.193551226711462e-16 4.509701203485933e-11
146 4.527113910099433e-11 8.237077547812689e-16 4.527344705211454e-11
147 4.544825213675237e-11 8.2808350922963295e-16 4.545057234832215e-11
148 4.562605808698215e-11 8.324825088482421e-16 4.5628390624132254e-11
149 4.580455966255397e-11 8.369048771216176e-16 4.5806904590761166e-11
150 4.5983759584943754e-11 8.413507381902617e-16 4.598611697003261e-11
151 4.616366058627461e-11 8.458202168541451e-16 4.6166030494419407e-11
152 4.6344265409358455e-11 8.503134385762092e-16 4.634664790708499e-11
153 4.6525576807737815e-11 8.548305294858868e-16 4.652797196192529e-11
154 4.670759754572785e-11 8.593716163826447e-16 4.671000542361074e-11
155 4.689033039845846e-11 8.639368267395422e-16 4.6892751067628436e-11
156 4.707377815191661e-11 8.685262887068085e-16 4.707621168032437e-11
157 4.72579436029888e-11 8.731401311154417e-16 4.7260390058946046e-11
158 4.744282955950373e-11 8.777784834808241e-16 4.744528901168503e-11
159 4.762843884027527e-11 8.824414760063627e-16 4.763091135772002e-11
160 4.7814774275144684e-11 8.871292395871258e-16 4.7817259927259034e-11
161 4.800183870502492e-11 8.918419058135447e-16 4.8004337561583734e-11
162 4.818963498194317e-11 8.9657960697509e-16 4.8192147113091955e-11
163 4.8378165969084525e-11 9.013424760639883e-16 4.838069144534143e-11
164 4.8567434540835634e-11 9.061306467789571e-16 4.856997343309342e-11
165 4.875744358282854e-11 9.109442535289564e-16 4.875999596235657e-11
166 4.8948195991984654e-11 9.157834314369626e-16 4.895076193043089e-11
167 4.913969467655894e-11 9.20648316343761e-16 4.914227424595196e-11
168 4.933194255618426e-11 9.255390448117599e-16 4.9334535828935276e-11
169 4.952494256191584e-11 9.304557541288222e-16 4.9527549610820734e-11
170 4.9718697636276033e-11 9.353985823121214e-16 4.972131853451738e-11
171 4.991321073329911e-11 9.403676681120146e-16 4.991584555444828e-11
172 5.0108484818576357e-11 9.45363151015938e-16 5.0111133636595534e-11
173 5.030452286930144e-11 9.503851712523263e-16 5.0307185758545704e-11
174 5.050132787431503e-11 9.554338697945304e-16 5.050400490953447e-11
175 5.0698902834151544e-11 9.605093883648044e-16 5.0701594090493345e-11
176 5.089725076108412e-11 9.656118694382632e-16 5.089995631409467e-11
177 5.1096374679170734e-11 9.707414562468876e-16 5.1099094604797736e-11
178 5.129627762430029e-11 9.758982927835443e-16 5.129901199889488e-11
179 5.149696264423891e-11 9.810825238060291e-16 5.149971154455786e-11
180 5.169843279867643e-11 9.86294294841129e-16 5.170119630188424e-11
181 5.190069115927301e-11 9.915337521887087e-16 5.1903469342944095e-11
182 5.210374080970598e-11 9.968010429258158e-16 5.2106533751826886e-11
183 5.2307584845716876e-11 1.0020963149108111e-15 5.2310392624688406e-11
184 5.25122263751586e-11 1.0074197167875172e-15 5.2515049069798025e-11
185 5.271766851804282e-11 1.0127713979893934e-15 5.272050620758616e-11
186 5.292391440658755e-11 1.0181515087437283e-15 5.2926767170691705e-11
187 5.31309671852649e-11 1.0235602000758586e-15 5.3133835104009935e-11
188 5.3338830010848994e-11 1.0289976238134067e-15 5.3341713164740386e-11
189 5.354750605246435e-11 1.0344639325905503e-15 5.3550404522435254e-11
190 5.37569984916333e-11 1.039959279852283e-15 5.37599123590468e-11
191 5.396731052232582e-11 1.045483819858756e-15 5.397023986897723e-11
192 5.4178445351007354e-11 1.0510377076895852e-15 5.4181390259126484e-11
193 5.439040619668789e-11 1.0566210992482116e-15 5.4393366748941395e-11
194 5.4603196290971095e-11 1.0622341512662763e-15 5.460617257046477e-11
195 5.481681887810352e-11 1.0678770213080206e-15 5.481981096838465e-11
196 5.5031277215024104e-11 1.0735498677747083e-15 5.50342852000838e-11
197 5.5246574571413824e-11 1.0792528499090733e-15 5.5249598535689354e-11
198 5.5462714229745536e-11 1.0849861277997898e-15 5.546575425812275e-11
199 5.567969948533402e-11 1.0907498623859647e-15 5.5682755663149704e-11
200 5.5897533646386234e-11 1.096544215461656e-15 5.590060605943048e-11
201 5.6116220034051735e-11 1.1023693496804158e-15 5.6119308768570404e-11
202 5.633576198247333e-11 1.108225428559854e-15 5.633886712517041e-11
203 5.655616283883789e-11 1.1141126164862303e-15 5.6559284476877995e-11
204 5.677742596342764e-11 1.1200310787190735e-15 5.6780564184438425e-11
205 5.699955472967045e-11 1.125980981395797e-15 5.700270962174505e-11
206 5.722255252419263e-11 1.1319624915363978e-15 5.722572417589216e-11
