# rho_central, M, R
0.00032 0.08276243604382841 13.347999999998974
0.00033600000000000004 0.08363880765643171 12.531999999999064
0.0003528 0.08624040197327557 11.56399999999917
0.00037044 0.09138100617281637 10.56399999999928
0.00038896199999999997 0.09968145974061474 9.651999999999381
0.0004084101 0.11160341933565049 8.903999999999463
0.00042883060499999997 0.12754488761088678 8.327999999999527
0.00045027213525 0.14793110042563648 7.915999999999571
0.0004727857420125 0.17326652438088844 7.627999999999603
0.000496425029113125 0.20415272543252713 7.447999999999623
0.0005212462805687813 0.2412854329488046 7.3519999999996335
0.0005473085945972203 0.2854394636230942 7.3159999999996375
0.0005746740243270813 0.33744419937931824 7.327999999999636
0.0006034077255434354 0.3981492222192936 7.38399999999963
0.0006335781118206071 0.4683790801035326 7.463999999999621
0.0006652570174116375 0.548875800628857 7.56799999999961
0.0006985198682822193 0.6402297153516642 7.6879999999995965
0.0007334458616963303 0.742800136802567 7.819999999999582
0.0007701181547811467 0.8566312921210046 7.955999999999567
0.000808624062520204 0.9813700054604719 8.091999999999553
0.0008490552656462143 1.0617297683484175 8.171999999999544
0.000891508028928525 1.1362082198371033 8.235999999999537
0.0009360834303749513 1.2086270334248908 8.29199999999953
0.000982887601893699 1.278937125860267 8.335999999999526
0.001032031981988384 1.3470512860425778 8.371999999999522
0.0010836335810878032 1.4128549679298825 8.39599999999952
0.0011378152601421933 1.4762148782226647 8.407999999999518
0.001194706023149303 1.5369863476924366 8.411999999999518
0.001254441324306768 1.5950191911377747 8.403999999999519
0.0013171633905221065 1.650163026684125 8.39199999999952
0.001383021560048212 1.702272003101043 8.367999999999522
0.0014521726380506226 1.7512089489672855 8.335999999999526
0.0015247812699531538 1.7968491167840865 8.29999999999953
0.0016010203334508115 1.839083308953306 8.251999999999535
0.001681071350123352 1.8712072860304667 8.21199999999954
0.0017651249176295198 1.8976910660585675 8.167999999999545
0.0018533811635109958 1.9205154340951114 8.11599999999955
0.0019460502216865456 1.9398085369899036 8.063999999999556
0.002043352732770873 1.9557317179725058 8.007999999999562
0.002145520369409417 1.968457901713347 7.947999999999568
0.0022527963878798875 1.9781627762978407 7.883999999999575
0.002365436207273882 1.9850207539819622 7.819999999999582
0.002483708017637576 1.989203071077189 7.74799999999959
0.002607893418519455 1.9908766271492975 7.675999999999598
