# rho_central, M, R
0.00032 0.08782736887196065 11.643999999999162
0.00033600000000000004 0.09263606412661834 10.807999999999254
0.0003528 0.09947383148969094 10.051999999999337
0.00037044 0.10853875255885034 9.403999999999408
0.00038896199999999997 0.12000346692036153 8.871999999999467
0.0004084101 0.13404537908122396 8.447999999999514
0.00042883060499999997 0.15086574045138246 8.12399999999955
0.00045027213525 0.17069857547893405 7.879999999999575
0.0004727857420125 0.1938128114589131 7.699999999999595
0.000496425029113125 0.2205098970942942 7.579999999999608
0.0005212462805687813 0.2511190964705076 7.499999999999617
0.0005473085945972203 0.28599025947736195 7.459999999999622
0.0005746740243270813 0.3254847803252581 7.443999999999623
0.0006034077255434354 0.3699642210980732 7.455999999999622
0.0006335781118206071 0.41977626987661887 7.4879999999996185
0.0006652570174116375 0.47523829872508794 7.531999999999614
0.0006985198682822193 0.5366180946493596 7.5879999999996075
0.0007334458616963303 0.6041123227155304 7.6519999999996005
0.0007701181547811467 0.6778232948389864 7.719999999999593
0.000808624062520204 0.7577349597949996 7.795999999999585
0.0008490552656462143 0.846952421059971 7.871999999999576
0.000891508028928525 0.9431077298983503 7.947999999999568
0.0009360834303749513 1.0454064918951973 8.02399999999956
0.000982887601893699 1.1530447636895669 8.091999999999553
0.001032031981988384 1.2649868735056127 8.155999999999546
0.0010836335810878032 1.379979098520703 8.21199999999954
0.0011378152601421933 1.496578949713372 8.255999999999535
0.001194706023149303 1.6132004499288968 8.287999999999531
0.001254441324306768 1.728172734227078 8.307999999999529
0.0013171633905221065 1.8398086397061912 8.319999999999528
0.001383021560048212 1.9464773324371865 8.311999999999529
0.0014521726380506226 2.046675383698113 8.29599999999953
0.0015247812699531538 2.1390896041367657 8.263999999999534
0.0016010203334508115 2.222646935602707 8.219999999999539
0.001681071350123352 2.2855822510439734 8.171999999999544
0.0017651249176295198 2.336139096946898 8.11999999999955
0.0018533811635109958 2.377851276150968 8.059999999999556
0.0019460502216865456 2.4111117033603566 7.991999999999563
0.002043352732770873 2.43640984392975 7.911999999999572
0.002145520369409417 2.454285010385753 7.831999999999581
0.0022527963878798875 2.465303736742323 7.74399999999959
0.002365436207273882 2.4700455864312088 7.6559999999996
