# MvsR for pwp /home/gieg/projects/BAM_old/src/projects/eos/tab/pwpfits/eos_ms1b.pwp
# rho_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 3.860886e-04 8.185423e+00 3.257366e-01 3.316081e-01 8.514400e+00 1.085902e+06 3.939652e-04 8.735654e+00
 3.868611e-04 8.183819e+00 3.275044e-01 3.334479e-01 8.514600e+00 1.060856e+06 3.947733e-04 8.736748e+00
 3.876351e-04 8.182406e+00 3.292812e-01 3.352976e-01 8.515000e+00 1.036418e+06 3.955832e-04 8.738053e+00
 3.884107e-04 8.180883e+00 3.310672e-01 3.371571e-01 8.515300e+00 1.012512e+06 3.963948e-04 8.739258e+00
 3.891878e-04 8.179451e+00 3.328622e-01 3.390265e-01 8.515700e+00 9.891876e+05 3.972082e-04 8.740569e+00
 3.899665e-04 8.178110e+00 3.346663e-01 3.409058e-01 8.516200e+00 9.664298e+05 3.980234e-04 8.741987e+00
 3.907467e-04 8.176659e+00 3.364797e-01 3.427951e-01 8.516600e+00 9.441365e+05 3.988403e-04 8.743305e+00
 3.915285e-04 8.175398e+00 3.383022e-01 3.446945e-01 8.517200e+00 9.224143e+05 3.996591e-04 8.744833e+00
 3.923119e-04 8.174128e+00 3.401339e-01 3.466038e-01 8.517800e+00 9.011914e+05 4.004796e-04 8.746365e+00
 3.930968e-04 8.172848e+00 3.419749e-01 3.485233e-01 8.518400e+00 8.804562e+05 4.013019e-04 8.747899e+00
 3.938833e-04 8.171658e+00 3.438251e-01 3.504529e-01 8.519100e+00 8.601976e+05 4.021259e-04 8.749541e+00
 3.946714e-04 8.170459e+00 3.456847e-01 3.523927e-01 8.519800e+00 8.404045e+05 4.029518e-04 8.751186e+00
 3.954610e-04 8.169250e+00 3.475536e-01 3.543426e-01 8.520500e+00 8.211185e+05 4.037795e-04 8.752834e+00
 3.962522e-04 8.168131e+00 3.494319e-01 3.563028e-01 8.521300e+00 8.022233e+05 4.046090e-04 8.754590e+00
 3.970451e-04 8.167102e+00 3.513196e-01 3.582733e-01 8.522200e+00 7.837873e+05 4.054403e-04 8.756453e+00
 3.978395e-04 8.166064e+00 3.532167e-01 3.602541e-01 8.523100e+00 7.657991e+05 4.062734e-04 8.758320e+00
 3.986354e-04 8.165015e+00 3.551233e-01 3.622453e-01 8.524000e+00 7.481988e+05 4.071083e-04 8.760189e+00
 3.994330e-04 8.164057e+00 3.570394e-01 3.642469e-01 8.525000e+00 7.310261e+05 4.079450e-04 8.762166e+00
 4.002322e-04 8.163089e+00 3.589651e-01 3.662589e-01 8.526000e+00 7.142703e+05 4.087836e-04 8.764147e+00
 4.010330e-04 8.162110e+00 3.609003e-01 3.682814e-01 8.527000e+00 6.978521e+05 4.096240e-04 8.766131e+00
 4.018353e-04 8.161222e+00 3.628451e-01 3.703144e-01 8.528100e+00 6.818553e+05 4.104663e-04 8.768222e+00
 4.026393e-04 8.160424e+00 3.647995e-01 3.723579e-01 8.529300e+00 6.662246e+05 4.113103e-04 8.770422e+00
 4.034449e-04 8.159515e+00 3.667635e-01 3.744121e-01 8.530400e+00 6.509515e+05 4.121563e-04 8.772520e+00
 4.042521e-04 8.158696e+00 3.687372e-01 3.764768e-01 8.531600e+00 6.360278e+05 4.130041e-04 8.774727e+00
 4.050609e-04 8.157968e+00 3.707207e-01 3.785523e-01 8.532900e+00 6.214454e+05 4.138537e-04 8.777041e+00
 4.058714e-04 8.157229e+00 3.727139e-01 3.806385e-01 8.534200e+00 6.072375e+05 4.147052e-04 8.779359e+00
 4.066834e-04 8.156479e+00 3.747168e-01 3.827354e-01 8.535500e+00 5.933337e+05 4.155586e-04 8.781680e+00
 4.074971e-04 8.155820e+00 3.767296e-01 3.848431e-01 8.536900e+00 5.797673e+05 4.164138e-04 8.784110e+00
 4.083124e-04 8.155150e+00 3.787522e-01 3.869616e-01 8.538300e+00 5.664910e+05 4.172709e-04 8.786543e+00
 4.091293e-04 8.154470e+00 3.807847e-01 3.890910e-01 8.539700e+00 5.535369e+05 4.181299e-04 8.788979e+00
 4.099479e-04 8.153880e+00 3.828270e-01 3.912313e-01 8.541200e+00 5.408596e+05 4.189908e-04 8.791524e+00
 4.107681e-04 8.153279e+00 3.848793e-01 3.933826e-01 8.542700e+00 5.285082e+05 4.198536e-04 8.794073e+00
 4.115900e-04 8.152767e+00 3.869415e-01 3.955449e-01 8.544300e+00 5.164204e+05 4.207183e-04 8.796730e+00
 4.124135e-04 8.152245e+00 3.890138e-01 3.977181e-01 8.545900e+00 5.046256e+05 4.215849e-04 8.799391e+00
 4.132386e-04 8.151713e+00 3.910960e-01 3.999025e-01 8.547500e+00 4.930995e+05 4.224533e-04 8.802055e+00
 4.140654e-04 8.151170e+00 3.931883e-01 4.020979e-01 8.549100e+00 4.818359e+05 4.233237e-04 8.804723e+00
 4.148939e-04 8.150717e+00 3.952906e-01 4.043045e-01 8.550800e+00 4.708453e+05 4.241960e-04 8.807500e+00
 4.157240e-04 8.150353e+00 3.974031e-01 4.065223e-01 8.552600e+00 4.600884e+05 4.250703e-04 8.810386e+00
 4.165557e-04 8.149878e+00 3.995257e-01 4.087513e-01 8.554300e+00 4.496082e+05 4.259464e-04 8.813170e+00
 4.173892e-04 8.149492e+00 4.016585e-01 4.109916e-01 8.556100e+00 4.393504e+05 4.268245e-04 8.816064e+00
 4.182243e-04 8.149196e+00 4.038014e-01 4.132432e-01 8.558000e+00 4.293412e+05 4.277045e-04 8.819066e+00
 4.190610e-04 8.148789e+00 4.059546e-01 4.155061e-01 8.559800e+00 4.195442e+05 4.285865e-04 8.821967e+00
 4.198995e-04 8.148472e+00 4.081180e-01 4.177804e-01 8.561700e+00 4.099846e+05 4.294704e-04 8.824977e+00
 4.207396e-04 8.148243e+00 4.102917e-01 4.200661e-01 8.563700e+00 4.006565e+05 4.303562e-04 8.828096e+00
 4.215814e-04 8.147904e+00 4.124758e-01 4.223633e-01 8.565600e+00 3.915399e+05 4.312441e-04 8.831114e+00
 4.224249e-04 8.147654e+00 4.146701e-01 4.246720e-01 8.567600e+00 3.826020e+05 4.321338e-04 8.834241e+00
 4.232701e-04 8.147393e+00 4.168749e-01 4.269922e-01 8.569600e+00 3.739219e+05 4.330256e-04 8.837372e+00
 4.241169e-04 8.147221e+00 4.190900e-01 4.293240e-01 8.571700e+00 3.654113e+05 4.339193e-04 8.840612e+00
 4.249655e-04 8.147037e+00 4.213156e-01 4.316675e-01 8.573800e+00 3.570936e+05 4.348150e-04 8.843857e+00
 4.258158e-04 8.146843e+00 4.235516e-01 4.340226e-01 8.575900e+00 3.489772e+05 4.357127e-04 8.847105e+00
 4.266677e-04 8.146738e+00 4.257981e-01 4.363894e-01 8.578100e+00 3.410571e+05 4.366123e-04 8.850463e+00
 4.275214e-04 8.146622e+00 4.280551e-01 4.387679e-01 8.580300e+00 3.332912e+05 4.375140e-04 8.853826e+00
 4.283768e-04 8.146495e+00 4.303227e-01 4.411582e-01 8.582500e+00 3.257378e+05 4.384176e-04 8.857192e+00
 4.292338e-04 8.146356e+00 4.326008e-01 4.435603e-01 8.584700e+00 3.183309e+05 4.393233e-04 8.860563e+00
 4.300926e-04 8.146306e+00 4.348896e-01 4.459743e-01 8.587000e+00 3.111033e+05 4.402310e-04 8.864043e+00
 4.309532e-04 8.146245e+00 4.371890e-01 4.484002e-01 8.589300e+00 3.040505e+05 4.411407e-04 8.867528e+00
 4.318154e-04 8.146173e+00 4.394990e-01 4.508380e-01 8.591600e+00 2.971568e+05 4.420524e-04 8.871017e+00
 4.326794e-04 8.146190e+00 4.418197e-01 4.532878e-01 8.594000e+00 2.904186e+05 4.429661e-04 8.874616e+00
 4.335451e-04 8.146195e+00 4.441512e-01 4.557496e-01 8.596400e+00 2.838324e+05 4.438819e-04 8.878219e+00
 4.344125e-04 8.146189e+00 4.464933e-01 4.582234e-01 8.598800e+00 2.774054e+05 4.447997e-04 8.881827e+00
 4.352816e-04 8.146171e+00 4.488463e-01 4.607094e-01 8.601200e+00 2.711127e+05 4.457195e-04 8.885439e+00
 4.361525e-04 8.146242e+00 4.512100e-01 4.632074e-01 8.603700e+00 2.649824e+05 4.466414e-04 8.889161e+00
 4.370252e-04 8.146302e+00 4.535846e-01 4.657177e-01 8.606200e+00 2.589799e+05 4.475653e-04 8.892887e+00
 4.378996e-04 8.146450e+00 4.559700e-01 4.682402e-01 8.608800e+00 2.531225e+05 4.484913e-04 8.896724e+00
 4.387757e-04 8.146486e+00 4.583663e-01 4.707749e-01 8.611300e+00 2.473871e+05 4.494194e-04 8.900460e+00
 4.396536e-04 8.146611e+00 4.607735e-01 4.733219e-01 8.613900e+00 2.417997e+05 4.503495e-04 8.904306e+00
 4.405332e-04 8.146724e+00 4.631917e-01 4.758812e-01 8.616500e+00 2.363378e+05 4.512817e-04 8.908157e+00
 4.414146e-04 8.146826e+00 4.656208e-01 4.784529e-01 8.619100e+00 2.309894e+05 4.522160e-04 8.912012e+00
 4.422978e-04 8.147016e+00 4.680609e-01 4.810370e-01 8.621800e+00 2.257791e+05 4.531524e-04 8.915978e+00
 4.431828e-04 8.147195e+00 4.705120e-01 4.836335e-01 8.624500e+00 2.206769e+05 4.540909e-04 8.919948e+00
 4.440695e-04 8.147361e+00 4.729742e-01 4.862425e-01 8.627200e+00 2.156891e+05 4.550315e-04 8.923924e+00
 4.449579e-04 8.147516e+00 4.754474e-01 4.888640e-01 8.629900e+00 2.108302e+05 4.559741e-04 8.927904e+00
 4.458482e-04 8.147760e+00 4.779317e-01 4.914981e-01 8.632700e+00 2.060717e+05 4.569189e-04 8.931994e+00
 4.467402e-04 8.147991e+00 4.804272e-01 4.941448e-01 8.635500e+00 2.014280e+05 4.578658e-04 8.936090e+00
 4.476341e-04 8.148210e+00 4.829338e-01 4.968042e-01 8.638300e+00 1.968802e+05 4.588148e-04 8.940190e+00
 4.485297e-04 8.148418e+00 4.854516e-01 4.994762e-01 8.641100e+00 1.924500e+05 4.597660e-04 8.944296e+00
 4.494271e-04 8.148714e+00 4.879805e-01 5.021609e-01 8.644000e+00 1.881110e+05 4.607193e-04 8.948512e+00
 4.503263e-04 8.148998e+00 4.905207e-01 5.048584e-01 8.646900e+00 1.838767e+05 4.616747e-04 8.952733e+00
 4.512273e-04 8.149269e+00 4.930722e-01 5.075686e-01 8.649800e+00 1.797369e+05 4.626322e-04 8.956960e+00
 4.521301e-04 8.149529e+00 4.956349e-01 5.102917e-01 8.652700e+00 1.756968e+05 4.635920e-04 8.961191e+00
 4.530347e-04 8.149877e+00 4.982089e-01 5.130277e-01 8.655700e+00 1.717398e+05 4.645538e-04 8.965534e+00
 4.539411e-04 8.150213e+00 5.007943e-01 5.157765e-01 8.658700e+00 1.678849e+05 4.655179e-04 8.969881e+00
 4.548493e-04 8.150536e+00 5.033910e-01 5.185383e-01 8.661700e+00 1.641092e+05 4.664841e-04 8.974234e+00
 4.557594e-04 8.150848e+00 5.059991e-01 5.213131e-01 8.664700e+00 1.604243e+05 4.674524e-04 8.978592e+00
 4.566713e-04 8.151147e+00 5.086185e-01 5.241009e-01 8.667700e+00 1.568149e+05 4.684230e-04 8.982955e+00
 4.575850e-04 8.151534e+00 5.112494e-01 5.269017e-01 8.670800e+00 1.532924e+05 4.693957e-04 8.987429e+00
 4.585005e-04 8.151909e+00 5.138918e-01 5.297156e-01 8.673900e+00 1.498546e+05 4.703707e-04 8.991909e+00
 4.594178e-04 8.152272e+00 5.165456e-01 5.325427e-01 8.677000e+00 1.464933e+05 4.713478e-04 8.996394e+00
 4.603370e-04 8.152622e+00 5.192109e-01 5.353829e-01 8.680100e+00 1.432066e+05 4.723272e-04 9.000885e+00
 4.612581e-04 8.152960e+00 5.218877e-01 5.382364e-01 8.683200e+00 1.399989e+05 4.733087e-04 9.005380e+00
 4.621809e-04 8.153386e+00 5.245761e-01 5.411030e-01 8.686400e+00 1.368566e+05 4.742925e-04 9.009988e+00
 4.631056e-04 8.153800e+00 5.272761e-01 5.439830e-01 8.689600e+00 1.337956e+05 4.752785e-04 9.014601e+00
 4.640322e-04 8.154201e+00 5.299876e-01 5.468762e-01 8.692800e+00 1.307967e+05 4.762667e-04 9.019219e+00
 4.649606e-04 8.154589e+00 5.327107e-01 5.497828e-01 8.696000e+00 1.278699e+05 4.772571e-04 9.023843e+00
 4.658909e-04 8.155065e+00 5.354455e-01 5.527028e-01 8.699300e+00 1.250026e+05 4.782498e-04 9.028579e+00
