# MvsR for pwp /home/gieg/projects/BAM_old/src/projects/eos/tab/pwpfits/eos_mpa1.pwp
# rho_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 4.415198e-04 7.801427e+00 1.624280e-01 1.635926e-01 7.964700e+00 1.190561e+07 4.493944e-04 8.104816e+00
 4.424058e-04 7.790986e+00 1.632583e-01 1.644404e-01 7.955100e+00 1.162174e+07 4.503101e-04 8.095628e+00
 4.432935e-04 7.780641e+00 1.640940e-01 1.652938e-01 7.945600e+00 1.134454e+07 4.512277e-04 8.086542e+00
 4.441830e-04 7.770390e+00 1.649350e-01 1.661529e-01 7.936200e+00 1.107417e+07 4.521473e-04 8.077559e+00
 4.450743e-04 7.760233e+00 1.657814e-01 1.670175e-01 7.926900e+00 1.081015e+07 4.530687e-04 8.068678e+00
 4.459674e-04 7.750171e+00 1.666333e-01 1.678879e-01 7.917700e+00 1.055277e+07 4.539922e-04 8.059899e+00
 4.468622e-04 7.740203e+00 1.674906e-01 1.687639e-01 7.908600e+00 1.030158e+07 4.549176e-04 8.051223e+00
 4.477589e-04 7.730430e+00 1.683533e-01 1.696456e-01 7.899700e+00 1.005643e+07 4.558449e-04 8.042752e+00
 4.486574e-04 7.720751e+00 1.692216e-01 1.705330e-01 7.890900e+00 9.817153e+06 4.567742e-04 8.034383e+00
 4.495576e-04 7.711167e+00 1.700953e-01 1.714262e-01 7.882200e+00 9.583620e+06 4.577055e-04 8.026117e+00
 4.504597e-04 7.701677e+00 1.709746e-01 1.723252e-01 7.873600e+00 9.355970e+06 4.586388e-04 8.017953e+00
 4.513636e-04 7.692281e+00 1.718594e-01 1.732299e-01 7.865100e+00 9.133635e+06 4.595740e-04 8.009892e+00
 4.522693e-04 7.682979e+00 1.727498e-01 1.741405e-01 7.856700e+00 8.916489e+06 4.605112e-04 8.001934e+00
 4.531768e-04 7.673872e+00 1.736457e-01 1.750569e-01 7.848500e+00 8.704950e+06 4.614504e-04 7.994181e+00
 4.540861e-04 7.664759e+00 1.745473e-01 1.759792e-01 7.840300e+00 8.498338e+06 4.623915e-04 7.986428e+00
 4.549973e-04 7.655840e+00 1.754544e-01 1.769073e-01 7.832300e+00 8.296801e+06 4.633347e-04 7.978880e+00
 4.559103e-04 7.647016e+00 1.763672e-01 1.778414e-01 7.824400e+00 8.099821e+06 4.642799e-04 7.971435e+00
 4.568251e-04 7.638186e+00 1.772857e-01 1.787814e-01 7.816500e+00 7.907805e+06 4.652271e-04 7.963991e+00
 4.577418e-04 7.629549e+00 1.782099e-01 1.797273e-01 7.808800e+00 7.720376e+06 4.661762e-04 7.956751e+00
 4.586603e-04 7.621008e+00 1.791397e-01 1.806793e-01 7.801200e+00 7.537670e+06 4.671274e-04 7.949615e+00
 4.595806e-04 7.612560e+00 1.800753e-01 1.816372e-01 7.793700e+00 7.359077e+06 4.680806e-04 7.942581e+00
 4.605028e-04 7.604206e+00 1.810166e-01 1.826011e-01 7.786300e+00 7.184866e+06 4.690359e-04 7.935651e+00
 4.614268e-04 7.595947e+00 1.819637e-01 1.835711e-01 7.779000e+00 7.014926e+06 4.699931e-04 7.928823e+00
 4.623527e-04 7.587781e+00 1.829166e-01 1.845472e-01 7.771800e+00 6.848918e+06 4.709524e-04 7.922099e+00
 4.632805e-04 7.579710e+00 1.838753e-01 1.855294e-01 7.764700e+00 6.686980e+06 4.719138e-04 7.915477e+00
 4.642101e-04 7.571732e+00 1.848398e-01 1.865177e-01 7.757700e+00 6.528782e+06 4.728771e-04 7.908959e+00
 4.651416e-04 7.563849e+00 1.858101e-01 1.875121e-01 7.750800e+00 6.374574e+06 4.738426e-04 7.902544e+00
 4.660749e-04 7.556059e+00 1.867863e-01 1.885127e-01 7.744000e+00 6.224033e+06 4.748100e-04 7.896231e+00
 4.670101e-04 7.548364e+00 1.877685e-01 1.895195e-01 7.737300e+00 6.077070e+06 4.757796e-04 7.890022e+00
 4.679472e-04 7.540662e+00 1.887565e-01 1.905326e-01 7.730600e+00 5.933600e+06 4.767512e-04 7.883814e+00
 4.688862e-04 7.533155e+00 1.897505e-01 1.915518e-01 7.724100e+00 5.793537e+06 4.777248e-04 7.877811e+00
 4.698270e-04 7.525741e+00 1.907504e-01 1.925774e-01 7.717700e+00 5.657008e+06 4.787006e-04 7.871912e+00
 4.707698e-04 7.518421e+00 1.917563e-01 1.936092e-01 7.711400e+00 5.523512e+06 4.796784e-04 7.866116e+00
 4.717144e-04 7.511195e+00 1.927682e-01 1.946473e-01 7.705200e+00 5.393284e+06 4.806583e-04 7.860423e+00
 4.726610e-04 7.503963e+00 1.937861e-01 1.956918e-01 7.699000e+00 5.266243e+06 4.816402e-04 7.854731e+00
 4.736094e-04 7.496924e+00 1.948101e-01 1.967427e-01 7.693000e+00 5.142311e+06 4.826243e-04 7.849245e+00
 4.745597e-04 7.489880e+00 1.958401e-01 1.978000e-01 7.687000e+00 5.021120e+06 4.836105e-04 7.843760e+00
 4.755120e-04 7.483029e+00 1.968762e-01 1.988637e-01 7.681200e+00 4.902989e+06 4.845987e-04 7.838481e+00
 4.764661e-04 7.476172e+00 1.979185e-01 1.999338e-01 7.675400e+00 4.787559e+06 4.855891e-04 7.833203e+00
 4.774222e-04 7.469408e+00 1.989668e-01 2.010104e-01 7.669700e+00 4.674953e+06 4.865816e-04 7.828028e+00
 4.783802e-04 7.462738e+00 2.000213e-01 2.020935e-01 7.664100e+00 4.565009e+06 4.875762e-04 7.822957e+00
 4.793401e-04 7.456162e+00 2.010820e-01 2.031831e-01 7.658600e+00 4.457752e+06 4.885729e-04 7.817989e+00
 4.803019e-04 7.449680e+00 2.021489e-01 2.042793e-01 7.653200e+00 4.352941e+06 4.895718e-04 7.813125e+00
 4.812657e-04 7.443191e+00 2.032220e-01 2.053820e-01 7.647800e+00 4.250779e+06 4.905727e-04 7.808262e+00
 4.822314e-04 7.436895e+00 2.043014e-01 2.064914e-01 7.642600e+00 4.150942e+06 4.915759e-04 7.803605e+00
 4.831990e-04 7.430594e+00 2.053870e-01 2.076074e-01 7.637400e+00 4.053377e+06 4.925811e-04 7.798950e+00
 4.841686e-04 7.424385e+00 2.064789e-01 2.087300e-01 7.632300e+00 3.958360e+06 4.935885e-04 7.794398e+00
 4.851401e-04 7.418271e+00 2.075772e-01 2.098594e-01 7.627300e+00 3.865502e+06 4.945981e-04 7.789950e+00
 4.861136e-04 7.412249e+00 2.086817e-01 2.109954e-01 7.622400e+00 3.774752e+06 4.956098e-04 7.785605e+00
 4.870890e-04 7.406322e+00 2.097927e-01 2.121382e-01 7.617600e+00 3.686297e+06 4.966237e-04 7.781365e+00
 4.880664e-04 7.400387e+00 2.109100e-01 2.132877e-01 7.612800e+00 3.599925e+06 4.976398e-04 7.777126e+00
 4.890458e-04 7.394646e+00 2.120337e-01 2.144440e-01 7.608200e+00 3.515585e+06 4.986580e-04 7.773093e+00
 4.900271e-04 7.388899e+00 2.131638e-01 2.156072e-01 7.603600e+00 3.433228e+06 4.996784e-04 7.769062e+00
 4.910104e-04 7.383245e+00 2.143004e-01 2.167772e-01 7.599100e+00 3.352809e+06 5.007010e-04 7.765134e+00
 4.919956e-04 7.377584e+00 2.154435e-01 2.179540e-01 7.594600e+00 3.274425e+06 5.017258e-04 7.761208e+00
 4.929828e-04 7.372116e+00 2.165930e-01 2.191378e-01 7.590300e+00 3.197739e+06 5.027528e-04 7.757488e+00
 4.939721e-04 7.366642e+00 2.177491e-01 2.203285e-01 7.586000e+00 3.122925e+06 5.037820e-04 7.753770e+00
 4.949632e-04 7.361261e+00 2.189118e-01 2.215261e-01 7.581800e+00 3.049936e+06 5.048134e-04 7.750156e+00
 4.959564e-04 7.355873e+00 2.200810e-01 2.227307e-01 7.577600e+00 2.978592e+06 5.058470e-04 7.746543e+00
 4.969516e-04 7.350678e+00 2.212567e-01 2.239424e-01 7.573600e+00 2.908989e+06 5.068828e-04 7.743138e+00
 4.979488e-04 7.345477e+00 2.224391e-01 2.251611e-01 7.569600e+00 2.841083e+06 5.079208e-04 7.739733e+00
 4.989480e-04 7.340369e+00 2.236282e-01 2.263868e-01 7.565700e+00 2.774768e+06 5.089611e-04 7.736433e+00
 4.999491e-04 7.335353e+00 2.248239e-01 2.276197e-01 7.561900e+00 2.709879e+06 5.100036e-04 7.733237e+00
 5.009523e-04 7.330331e+00 2.260263e-01 2.288596e-01 7.558100e+00 2.646637e+06 5.110483e-04 7.730043e+00
 5.019575e-04 7.325402e+00 2.272354e-01 2.301067e-01 7.554400e+00 2.584874e+06 5.120953e-04 7.726953e+00
 5.029648e-04 7.320566e+00 2.284513e-01 2.313610e-01 7.550800e+00 2.524678e+06 5.131445e-04 7.723967e+00
 5.039740e-04 7.315724e+00 2.296739e-01 2.326225e-01 7.547200e+00 2.465770e+06 5.141960e-04 7.720983e+00
 5.049853e-04 7.311074e+00 2.309032e-01 2.338913e-01 7.543800e+00 2.408298e+06 5.152498e-04 7.718206e+00
 5.059986e-04 7.306417e+00 2.321394e-01 2.351673e-01 7.540400e+00 2.352112e+06 5.163058e-04 7.715431e+00
 5.070139e-04 7.301753e+00 2.333825e-01 2.364506e-01 7.537000e+00 2.297352e+06 5.173641e-04 7.712657e+00
 5.080312e-04 7.297282e+00 2.346323e-01 2.377412e-01 7.533800e+00 2.243816e+06 5.184247e-04 7.710091e+00
 5.090507e-04 7.292803e+00 2.358891e-01 2.390392e-01 7.530600e+00 2.191584e+06 5.194875e-04 7.707527e+00
 5.100721e-04 7.288318e+00 2.371528e-01 2.403446e-01 7.527400e+00 2.140625e+06 5.205527e-04 7.704964e+00
 5.110956e-04 7.283926e+00 2.384234e-01 2.416574e-01 7.524300e+00 2.090748e+06 5.216201e-04 7.702505e+00
 5.121212e-04 7.279626e+00 2.397009e-01 2.429776e-01 7.521300e+00 2.042139e+06 5.226898e-04 7.700152e+00
 5.131488e-04 7.275419e+00 2.409855e-01 2.443053e-01 7.518400e+00 1.994663e+06 5.237619e-04 7.697903e+00
 5.141784e-04 7.271205e+00 2.422770e-01 2.456405e-01 7.515500e+00 1.948293e+06 5.248362e-04 7.695656e+00
 5.152102e-04 7.267083e+00 2.435755e-01 2.469832e-01 7.512700e+00 1.903003e+06 5.259129e-04 7.693514e+00
 5.162440e-04 7.263055e+00 2.448811e-01 2.483335e-01 7.510000e+00 1.858768e+06 5.269919e-04 7.691476e+00
 5.172799e-04 7.259019e+00 2.461938e-01 2.496914e-01 7.507300e+00 1.815658e+06 5.280732e-04 7.689441e+00
 5.183179e-04 7.255075e+00 2.475136e-01 2.510568e-01 7.504700e+00 1.773457e+06 5.291569e-04 7.687510e+00
 5.193579e-04 7.251125e+00 2.488405e-01 2.524300e-01 7.502100e+00 1.732283e+06 5.302429e-04 7.685581e+00
 5.204000e-04 7.247266e+00 2.501746e-01 2.538108e-01 7.499600e+00 1.692112e+06 5.313312e-04 7.683757e+00
 5.214443e-04 7.243501e+00 2.515158e-01 2.551993e-01 7.497200e+00 1.652830e+06 5.324219e-04 7.682038e+00
 5.224906e-04 7.239728e+00 2.528643e-01 2.565956e-01 7.494800e+00 1.614548e+06 5.335150e-04 7.680321e+00
 5.235390e-04 7.236047e+00 2.542199e-01 2.579996e-01 7.492500e+00 1.577112e+06 5.346104e-04 7.678709e+00
 5.245895e-04 7.232459e+00 2.555828e-01 2.594114e-01 7.490300e+00 1.540587e+06 5.357082e-04 7.677203e+00
 5.256422e-04 7.228864e+00 2.569530e-01 2.608311e-01 7.488100e+00 1.504826e+06 5.368084e-04 7.675698e+00
 5.266969e-04 7.225260e+00 2.583305e-01 2.622586e-01 7.485900e+00 1.469977e+06 5.379110e-04 7.674195e+00
 5.277538e-04 7.221850e+00 2.597153e-01 2.636940e-01 7.483900e+00 1.435937e+06 5.390159e-04 7.672901e+00
 5.288127e-04 7.218331e+00 2.611075e-01 2.651373e-01 7.481800e+00 1.402685e+06 5.401232e-04 7.671505e+00
 5.298739e-04 7.215005e+00 2.625070e-01 2.665886e-01 7.479900e+00 1.370280e+06 5.412330e-04 7.670318e+00
 5.309371e-04 7.211672e+00 2.639140e-01 2.680479e-01 7.478000e+00 1.338551e+06 5.423451e-04 7.669134e+00
 5.320025e-04 7.208330e+00 2.653283e-01 2.695152e-01 7.476100e+00 1.307593e+06 5.434597e-04 7.667951e+00
 5.330700e-04 7.205081e+00 2.667502e-01 2.709905e-01 7.474300e+00 1.277388e+06 5.445767e-04 7.666873e+00
 5.341396e-04 7.201924e+00 2.681794e-01 2.724739e-01 7.472600e+00 1.247846e+06 5.456961e-04 7.665901e+00
 5.352114e-04 7.198759e+00 2.696162e-01 2.739654e-01 7.470900e+00 1.219023e+06 5.468179e-04 7.664932e+00
 5.362854e-04 7.195687e+00 2.710605e-01 2.754650e-01 7.469300e+00 1.190831e+06 5.479422e-04 7.664068e+00
 5.373615e-04 7.192606e+00 2.725124e-01 2.769728e-01 7.467700e+00 1.163359e+06 5.490689e-04 7.663206e+00
 5.384397e-04 7.189618e+00 2.739718e-01 2.784888e-01 7.466200e+00 1.136488e+06 5.501980e-04 7.662449e+00
 5.395201e-04 7.186622e+00 2.754389e-01 2.800130e-01 7.464700e+00 1.110271e+06 5.513297e-04 7.661695e+00
 5.406027e-04 7.183718e+00 2.769136e-01 2.815455e-01 7.463300e+00 1.084659e+06 5.524637e-04 7.661047e+00
 5.416875e-04 7.180806e+00 2.783959e-01 2.830863e-01 7.461900e+00 1.059637e+06 5.536003e-04 7.660401e+00
 5.427744e-04 7.177986e+00 2.798859e-01 2.846354e-01 7.460600e+00 1.035193e+06 5.547393e-04 7.659860e+00
 5.438636e-04 7.175158e+00 2.813836e-01 2.861929e-01 7.459300e+00 1.011344e+06 5.558808e-04 7.659322e+00
 5.449549e-04 7.172422e+00 2.828890e-01 2.877588e-01 7.458100e+00 9.880135e+05 5.570248e-04 7.658890e+00
 5.460484e-04 7.169777e+00 2.844022e-01 2.893330e-01 7.457000e+00 9.652802e+05 5.581713e-04 7.658564e+00
 5.471441e-04 7.167025e+00 2.859231e-01 2.909158e-01 7.455800e+00 9.430413e+05 5.593203e-04 7.658137e+00
 5.482419e-04 7.164465e+00 2.874519e-01 2.925070e-01 7.454800e+00 9.213429e+05 5.604718e-04 7.657919e+00
 5.493420e-04 7.161896e+00 2.889885e-01 2.941067e-01 7.453800e+00 9.001160e+05 5.616258e-04 7.657704e+00
 5.504443e-04 7.159320e+00 2.905329e-01 2.957150e-01 7.452800e+00 8.794050e+05 5.627823e-04 7.657491e+00
 5.515488e-04 7.156835e+00 2.920853e-01 2.973318e-01 7.451900e+00 8.591973e+05 5.639414e-04 7.657384e+00
 5.526556e-04 7.154341e+00 2.936455e-01 2.989573e-01 7.451000e+00 8.394539e+05 5.651029e-04 7.657280e+00
 5.537645e-04 7.151940e+00 2.952137e-01 3.005914e-01 7.450200e+00 8.201122e+05 5.662671e-04 7.657282e+00
 5.548757e-04 7.149530e+00 2.967898e-01 3.022341e-01 7.449400e+00 8.012664e+05 5.674337e-04 7.657287e+00
 5.559891e-04 7.147212e+00 2.983739e-01 3.038856e-01 7.448700e+00 7.828534e+05 5.686029e-04 7.657398e+00
 5.571047e-04 7.144886e+00 2.999660e-01 3.055458e-01 7.448000e+00 7.649121e+05 5.697747e-04 7.657511e+00
 5.582226e-04 7.142551e+00 3.015661e-01 3.072148e-01 7.447300e+00 7.473339e+05 5.709491e-04 7.657627e+00
 5.593427e-04 7.140408e+00 3.031743e-01 3.088926e-01 7.446800e+00 7.301828e+05 5.721260e-04 7.657953e+00
