# MvsR for pwp /home/gieg/projects/BAM_old/src/projects/eos/tab/pwpfits/eos_sly.pwp
# rho_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 6.394967e-04 7.106179e+00 3.724411e-01 3.814083e-01 7.483500e+00 2.924369e+05 6.568318e-04 7.734600e+00
 6.409684e-04 7.104273e+00 3.741996e-01 3.832617e-01 7.483400e+00 2.862146e+05 6.583926e-04 7.735450e+00
 6.424436e-04 7.102359e+00 3.759652e-01 3.851232e-01 7.483300e+00 2.801142e+05 6.599575e-04 7.736304e+00
 6.439221e-04 7.100438e+00 3.777381e-01 3.869928e-01 7.483200e+00 2.741612e+05 6.615262e-04 7.737161e+00
 6.454040e-04 7.098509e+00 3.795182e-01 3.888704e-01 7.483100e+00 2.683336e+05 6.630990e-04 7.738021e+00
 6.468893e-04 7.096573e+00 3.813055e-01 3.907562e-01 7.483000e+00 2.626289e+05 6.646756e-04 7.738884e+00
 6.483781e-04 7.094728e+00 3.831001e-01 3.926501e-01 7.483000e+00 2.570443e+05 6.662563e-04 7.739855e+00
 6.498703e-04 7.092876e+00 3.849018e-01 3.945522e-01 7.483000e+00 2.515947e+05 6.678410e-04 7.740830e+00
 6.513659e-04 7.091017e+00 3.867109e-01 3.964624e-01 7.483000e+00 2.462512e+05 6.694296e-04 7.741807e+00
 6.528649e-04 7.089249e+00 3.885272e-01 3.983809e-01 7.483100e+00 2.410285e+05 6.710223e-04 7.742894e+00
 6.543674e-04 7.087474e+00 3.903509e-01 4.003076e-01 7.483200e+00 2.359074e+05 6.726190e-04 7.743983e+00
 6.558734e-04 7.085591e+00 3.921818e-01 4.022425e-01 7.483200e+00 2.309021e+05 6.742198e-04 7.744970e+00
 6.573828e-04 7.083801e+00 3.940200e-01 4.041857e-01 7.483300e+00 2.260098e+05 6.758246e-04 7.746066e+00
 6.588957e-04 7.082102e+00 3.958656e-01 4.061372e-01 7.483500e+00 2.212203e+05 6.774334e-04 7.747271e+00
 6.604121e-04 7.080296e+00 3.977185e-01 4.080970e-01 7.483600e+00 2.165313e+05 6.790463e-04 7.748373e+00
 6.619320e-04 7.078582e+00 3.995788e-01 4.100651e-01 7.483800e+00 2.119408e+05 6.806634e-04 7.749585e+00
 6.634553e-04 7.076860e+00 4.014465e-01 4.120415e-01 7.484000e+00 2.074539e+05 6.822845e-04 7.750799e+00
 6.649822e-04 7.075131e+00 4.033215e-01 4.140263e-01 7.484200e+00 2.030683e+05 6.839097e-04 7.752017e+00
 6.665126e-04 7.073493e+00 4.052039e-01 4.160195e-01 7.484500e+00 1.987674e+05 6.855390e-04 7.753344e+00
 6.680465e-04 7.071748e+00 4.070937e-01 4.180211e-01 7.484700e+00 1.945637e+05 6.871725e-04 7.754568e+00
 6.695839e-04 7.070094e+00 4.089910e-01 4.200312e-01 7.485000e+00 1.904547e+05 6.888101e-04 7.755902e+00
 6.711249e-04 7.068433e+00 4.108957e-01 4.220496e-01 7.485300e+00 1.864184e+05 6.904519e-04 7.757239e+00
 6.726694e-04 7.066764e+00 4.128078e-01 4.240765e-01 7.485600e+00 1.824797e+05 6.920979e-04 7.758579e+00
 6.742175e-04 7.065086e+00 4.147273e-01 4.261120e-01 7.485900e+00 1.786234e+05 6.937480e-04 7.759923e+00
 6.757692e-04 7.063501e+00 4.166544e-01 4.281559e-01 7.486300e+00 1.748604e+05 6.954023e-04 7.761376e+00
 6.773244e-04 7.061908e+00 4.185889e-01 4.302083e-01 7.486700e+00 1.711696e+05 6.970609e-04 7.762833e+00
 6.788832e-04 7.060307e+00 4.205309e-01 4.322693e-01 7.487100e+00 1.675499e+05 6.987236e-04 7.764293e+00
 6.804456e-04 7.058698e+00 4.224804e-01 4.343388e-01 7.487500e+00 1.640237e+05 7.003906e-04 7.765757e+00
 6.820115e-04 7.057081e+00 4.244374e-01 4.364169e-01 7.487900e+00 1.605651e+05 7.020618e-04 7.767224e+00
 6.835811e-04 7.055456e+00 4.264020e-01 4.385036e-01 7.488300e+00 1.571845e+05 7.037373e-04 7.768695e+00
 6.851543e-04 7.053922e+00 4.283741e-01 4.405990e-01 7.488800e+00 1.538629e+05 7.054171e-04 7.770275e+00
 6.867311e-04 7.052381e+00 4.303537e-01 4.427029e-01 7.489300e+00 1.506218e+05 7.071011e-04 7.771859e+00
 6.883116e-04 7.050832e+00 4.323409e-01 4.448155e-01 7.489800e+00 1.474590e+05 7.087895e-04 7.773447e+00
 6.898956e-04 7.049274e+00 4.343356e-01 4.469368e-01 7.490300e+00 1.443513e+05 7.104821e-04 7.775038e+00
 6.914834e-04 7.047808e+00 4.363380e-01 4.490668e-01 7.490900e+00 1.413136e+05 7.121791e-04 7.776739e+00
 6.930747e-04 7.046235e+00 4.383479e-01 4.512055e-01 7.491400e+00 1.383442e+05 7.138804e-04 7.778337e+00
 6.946698e-04 7.044753e+00 4.403654e-01 4.533529e-01 7.492000e+00 1.354314e+05 7.155860e-04 7.780046e+00
 6.962685e-04 7.043263e+00 4.423905e-01 4.555091e-01 7.492600e+00 1.325891e+05 7.172961e-04 7.781758e+00
 6.978709e-04 7.041765e+00 4.444233e-01 4.576740e-01 7.493200e+00 1.298058e+05 7.190104e-04 7.783474e+00
 6.994770e-04 7.040258e+00 4.464636e-01 4.598477e-01 7.493800e+00 1.270802e+05 7.207292e-04 7.785194e+00
 7.010867e-04 7.038744e+00 4.485117e-01 4.620303e-01 7.494400e+00 1.244112e+05 7.224524e-04 7.786917e+00
 7.027002e-04 7.037321e+00 4.505673e-01 4.642216e-01 7.495100e+00 1.217975e+05 7.241800e-04 7.788751e+00
 7.043174e-04 7.035790e+00 4.526306e-01 4.664218e-01 7.495700e+00 1.192471e+05 7.259120e-04 7.790482e+00
 7.059383e-04 7.034350e+00 4.547016e-01 4.686308e-01 7.496400e+00 1.167451e+05 7.276484e-04 7.792323e+00
 7.075630e-04 7.032903e+00 4.567803e-01 4.708487e-01 7.497100e+00 1.142992e+05 7.293893e-04 7.794168e+00
 7.091914e-04 7.031447e+00 4.588666e-01 4.730755e-01 7.497800e+00 1.119082e+05 7.311347e-04 7.796017e+00
 7.108235e-04 7.030083e+00 4.609606e-01 4.753111e-01 7.498600e+00 1.095581e+05 7.328845e-04 7.797977e+00
 7.124594e-04 7.028611e+00 4.630624e-01 4.775557e-01 7.499300e+00 1.072651e+05 7.346389e-04 7.799833e+00
 7.140990e-04 7.027230e+00 4.651718e-01 4.798093e-01 7.500100e+00 1.050194e+05 7.363977e-04 7.801801e+00
 7.157425e-04 7.025741e+00 4.672890e-01 4.820718e-01 7.500800e+00 1.028280e+05 7.381611e-04 7.803665e+00
 7.173897e-04 7.024344e+00 4.694139e-01 4.843433e-01 7.501600e+00 1.006779e+05 7.399290e-04 7.805641e+00
 7.190407e-04 7.022938e+00 4.715465e-01 4.866237e-01 7.502400e+00 9.857597e+04 7.417014e-04 7.807620e+00
 7.206955e-04 7.021524e+00 4.736868e-01 4.889132e-01 7.503200e+00 9.651358e+04 7.434784e-04 7.809603e+00
 7.223541e-04 7.020202e+00 4.758350e-01 4.912117e-01 7.504100e+00 9.449744e+04 7.452600e-04 7.811698e+00
 7.240165e-04 7.018771e+00 4.779908e-01 4.935193e-01 7.504900e+00 9.252646e+04 7.470462e-04 7.813689e+00
 7.256827e-04 7.017332e+00 4.801545e-01 4.958358e-01 7.505700e+00 9.059603e+04 7.488370e-04 7.815684e+00
 7.273528e-04 7.015985e+00 4.823259e-01 4.981615e-01 7.506600e+00 8.870532e+04 7.506324e-04 7.817791e+00
 7.290268e-04 7.014629e+00 4.845050e-01 5.004963e-01 7.507500e+00 8.685350e+04 7.524324e-04 7.819902e+00
 7.307045e-04 7.013264e+00 4.866920e-01 5.028401e-01 7.508400e+00 8.504315e+04 7.542371e-04 7.822016e+00
 7.323862e-04 7.011892e+00 4.888868e-01 5.051931e-01 7.509300e+00 8.327330e+04 7.560464e-04 7.824135e+00
 7.340717e-04 7.010510e+00 4.910893e-01 5.075552e-01 7.510200e+00 8.153652e+04 7.578604e-04 7.826258e+00
 7.357611e-04 7.009121e+00 4.932997e-01 5.099264e-01 7.511100e+00 7.984179e+04 7.596791e-04 7.828386e+00
 7.374544e-04 7.007823e+00 4.955178e-01 5.123068e-01 7.512100e+00 7.817865e+04 7.615025e-04 7.830624e+00
 7.391515e-04 7.006416e+00 4.977438e-01 5.146964e-01 7.513000e+00 7.655270e+04 7.633306e-04 7.832760e+00
 7.408526e-04 7.005101e+00 4.999776e-01 5.170952e-01 7.514000e+00 7.496309e+04 7.651634e-04 7.835007e+00
 7.425576e-04 7.003778e+00 5.022192e-01 5.195032e-01 7.515000e+00 7.340302e+04 7.670010e-04 7.837259e+00
 7.442665e-04 7.002446e+00 5.044687e-01 5.219204e-01 7.516000e+00 7.188074e+04 7.688434e-04 7.839515e+00
 7.459794e-04 7.001105e+00 5.067260e-01 5.243468e-01 7.517000e+00 7.038669e+04 7.706905e-04 7.841775e+00
 7.476962e-04 6.999756e+00 5.089911e-01 5.267825e-01 7.518000e+00 6.892601e+04 7.725424e-04 7.844039e+00
 7.494169e-04 6.998398e+00 5.112641e-01 5.292275e-01 7.519000e+00 6.749793e+04 7.743991e-04 7.846308e+00
 7.511416e-04 6.997032e+00 5.135449e-01 5.316817e-01 7.520000e+00 6.609897e+04 7.762606e-04 7.848581e+00
 7.528703e-04 6.995758e+00 5.158336e-01 5.341453e-01 7.521100e+00 6.472855e+04 7.781270e-04 7.850966e+00
 7.546030e-04 6.994374e+00 5.181302e-01 5.366181e-01 7.522100e+00 6.338608e+04 7.799982e-04 7.853248e+00
 7.563396e-04 6.993083e+00 5.204346e-01 5.391003e-01 7.523200e+00 6.207355e+04 7.818743e-04 7.855643e+00
 7.580802e-04 6.991782e+00 5.227469e-01 5.415917e-01 7.524300e+00 6.078525e+04 7.837553e-04 7.858041e+00
 7.598249e-04 6.990473e+00 5.250670e-01 5.440926e-01 7.525400e+00 5.952816e+04 7.856411e-04 7.860444e+00
 7.615736e-04 6.989156e+00 5.273950e-01 5.466027e-01 7.526500e+00 5.829906e+04 7.875319e-04 7.862852e+00
 7.633262e-04 6.987830e+00 5.297309e-01 5.491223e-01 7.527600e+00 5.709492e+04 7.894276e-04 7.865264e+00
 7.650830e-04 6.986495e+00 5.320747e-01 5.516512e-01 7.528700e+00 5.591057e+04 7.913282e-04 7.867681e+00
 7.668437e-04 6.985152e+00 5.344263e-01 5.541896e-01 7.529800e+00 5.475951e+04 7.932338e-04 7.870102e+00
 7.686085e-04 6.983800e+00 5.367859e-01 5.567373e-01 7.530900e+00 5.362725e+04 7.951444e-04 7.872528e+00
 7.703774e-04 6.982539e+00 5.391533e-01 5.592945e-01 7.532100e+00 5.252020e+04 7.970599e-04 7.875066e+00
 7.721503e-04 6.981170e+00 5.415286e-01 5.618610e-01 7.533200e+00 5.143777e+04 7.989804e-04 7.877501e+00
 7.739274e-04 6.979892e+00 5.439118e-01 5.644371e-01 7.534400e+00 5.037513e+04 8.009060e-04 7.880049e+00
 7.757085e-04 6.978505e+00 5.463029e-01 5.670225e-01 7.535500e+00 4.933822e+04 8.028366e-04 7.882493e+00
 7.774937e-04 6.977210e+00 5.487018e-01 5.696175e-01 7.536700e+00 4.832022e+04 8.047722e-04 7.885050e+00
 7.792830e-04 6.975907e+00 5.511087e-01 5.722219e-01 7.537900e+00 4.732687e+04 8.067129e-04 7.887612e+00
 7.810765e-04 6.974594e+00 5.535235e-01 5.748358e-01 7.539100e+00 4.635160e+04 8.086587e-04 7.890178e+00
 7.828740e-04 6.973273e+00 5.559461e-01 5.774592e-01 7.540300e+00 4.539993e+04 8.106096e-04 7.892750e+00
 7.846757e-04 6.971943e+00 5.583767e-01 5.800921e-01 7.541500e+00 4.446553e+04 8.125656e-04 7.895326e+00
 7.864816e-04 6.970605e+00 5.608151e-01 5.827345e-01 7.542700e+00 4.355188e+04 8.145267e-04 7.897907e+00
 7.882916e-04 6.969358e+00 5.632615e-01 5.853864e-01 7.544000e+00 4.265481e+04 8.164930e-04 7.900601e+00
 7.901058e-04 6.968002e+00 5.657157e-01 5.880479e-01 7.545200e+00 4.177946e+04 8.184644e-04 7.903191e+00
 7.919241e-04 6.966637e+00 5.681778e-01 5.907189e-01 7.546400e+00 4.092173e+04 8.204410e-04 7.905787e+00
 7.937466e-04 6.965364e+00 5.706478e-01 5.933995e-01 7.547700e+00 4.008126e+04 8.224228e-04 7.908495e+00
 7.955734e-04 6.963982e+00 5.731257e-01 5.960896e-01 7.548900e+00 3.926113e+04 8.244099e-04 7.911101e+00
 7.974043e-04 6.962692e+00 5.756115e-01 5.987893e-01 7.550200e+00 3.845578e+04 8.264021e-04 7.913819e+00
 7.992394e-04 6.961293e+00 5.781052e-01 6.014986e-01 7.551400e+00 3.766827e+04 8.283996e-04 7.916434e+00
 8.010788e-04 6.959985e+00 5.806067e-01 6.042174e-01 7.552700e+00 3.689495e+04 8.304023e-04 7.919163e+00
 8.029224e-04 6.958668e+00 5.831162e-01 6.069459e-01 7.554000e+00 3.614034e+04 8.324103e-04 7.921897e+00
 8.047703e-04 6.957343e+00 5.856335e-01 6.096840e-01 7.555300e+00 3.540085e+04 8.344236e-04 7.924635e+00
 8.066224e-04 6.956008e+00 5.881587e-01 6.124316e-01 7.556600e+00 3.467619e+04 8.364423e-04 7.927379e+00
 8.084787e-04 6.954666e+00 5.906918e-01 6.151889e-01 7.557900e+00 3.396905e+04 8.384662e-04 7.930128e+00
 8.103393e-04 6.953314e+00 5.932328e-01 6.179558e-01 7.559200e+00 3.327456e+04 8.404955e-04 7.932882e+00
 8.122093e-04 6.951954e+00 5.957816e-01 6.207324e-01 7.560500e+00 3.259542e+04 8.425356e-04 7.935641e+00
 8.140891e-04 6.950585e+00 5.983381e-01 6.235184e-01 7.561800e+00 3.193128e+04 8.445873e-04 7.938405e+00
 8.159734e-04 6.949207e+00 6.009024e-01 6.263140e-01 7.563100e+00 3.127761e+04 8.466444e-04 7.941174e+00
 8.178619e-04 6.947821e+00 6.034745e-01 6.291191e-01 7.564400e+00 3.063978e+04 8.487070e-04 7.943948e+00
 8.197549e-04 6.946527e+00 6.060542e-01 6.319337e-01 7.565800e+00 3.001738e+04 8.507751e-04 7.946837e+00
 8.216522e-04 6.945124e+00 6.086417e-01 6.347578e-01 7.567100e+00 2.940472e+04 8.528486e-04 7.949621e+00
 8.235539e-04 6.943712e+00 6.112369e-01 6.375914e-01 7.568400e+00 2.880559e+04 8.549278e-04 7.952411e+00
 8.254601e-04 6.942391e+00 6.138398e-01 6.404346e-01 7.569800e+00 2.822094e+04 8.570124e-04 7.955315e+00
 8.273706e-04 6.940962e+00 6.164504e-01 6.432873e-01 7.571100e+00 2.764667e+04 8.591026e-04 7.958115e+00
 8.292855e-04 6.939625e+00 6.190687e-01 6.461496e-01 7.572500e+00 2.708504e+04 8.611984e-04 7.961030e+00
 8.312049e-04 6.938179e+00 6.216946e-01 6.490214e-01 7.573800e+00 2.653458e+04 8.632998e-04 7.963840e+00
 8.331288e-04 6.936824e+00 6.243283e-01 6.519027e-01 7.575200e+00 2.599623e+04 8.654067e-04 7.966766e+00
 8.350570e-04 6.935361e+00 6.269696e-01 6.547936e-01 7.576500e+00 2.546972e+04 8.675194e-04 7.969587e+00
 8.369898e-04 6.933989e+00 6.296187e-01 6.576941e-01 7.577900e+00 2.495249e+04 8.696376e-04 7.972523e+00
 8.389270e-04 6.932608e+00 6.322753e-01 6.606041e-01 7.579300e+00 2.444664e+04 8.717616e-04 7.975465e+00
 8.408687e-04 6.931219e+00 6.349396e-01 6.635236e-01 7.580700e+00 2.395191e+04 8.738912e-04 7.978411e+00
 8.428149e-04 6.929722e+00 6.376116e-01 6.664528e-01 7.582000e+00 2.346695e+04 8.760265e-04 7.981254e+00
 8.447656e-04 6.928315e+00 6.402912e-01 6.693915e-01 7.583400e+00 2.299158e+04 8.781676e-04 7.984212e+00
 8.467208e-04 6.926901e+00 6.429785e-01 6.723398e-01 7.584800e+00 2.252665e+04 8.803144e-04 7.987175e+00
 8.486806e-04 6.925477e+00 6.456733e-01 6.752976e-01 7.586200e+00 2.207192e+04 8.824669e-04 7.990144e+00
 8.506448e-04 6.924046e+00 6.483758e-01 6.782650e-01 7.587600e+00 2.162514e+04 8.846253e-04 7.993118e+00
 8.526137e-04 6.922605e+00 6.510859e-01 6.812420e-01 7.589000e+00 2.118914e+04 8.867894e-04 7.996098e+00
 8.545870e-04 6.921156e+00 6.538035e-01 6.842285e-01 7.590400e+00 2.076076e+04 8.889593e-04 7.999083e+00
 8.565650e-04 6.919598e+00 6.565288e-01 6.872246e-01 7.591700e+00 2.034272e+04 8.911351e-04 8.001964e+00
 8.585475e-04 6.918132e+00 6.592616e-01 6.902303e-01 7.593100e+00 1.993195e+04 8.933168e-04 8.004960e+00
 8.605346e-04 6.916658e+00 6.620020e-01 6.932456e-01 7.594500e+00 1.953109e+04 8.955043e-04 8.007963e+00
 8.625263e-04 6.915175e+00 6.647499e-01 6.962704e-01 7.595900e+00 1.913719e+04 8.976977e-04 8.010970e+00
 8.645227e-04 6.913683e+00 6.675054e-01 6.993049e-01 7.597300e+00 1.875279e+04 8.998970e-04 8.013984e+00
 8.665236e-04 6.912283e+00 6.702684e-01 7.023488e-01 7.598800e+00 1.837505e+04 9.021023e-04 8.017113e+00
 8.685292e-04 6.910774e+00 6.730389e-01 7.054024e-01 7.600200e+00 1.800641e+04 9.043135e-04 8.020138e+00
 8.705394e-04 6.909257e+00 6.758169e-01 7.084655e-01 7.601600e+00 1.764414e+04 9.065307e-04 8.023168e+00
 8.725543e-04 6.907731e+00 6.786024e-01 7.115382e-01 7.603000e+00 1.729060e+04 9.087539e-04 8.026204e+00
 8.745738e-04 6.906197e+00 6.813954e-01 7.146205e-01 7.604400e+00 1.694316e+04 9.109830e-04 8.029247e+00
 8.765980e-04 6.904655e+00 6.841959e-01 7.177123e-01 7.605800e+00 1.660329e+04 9.132183e-04 8.032294e+00
 8.786269e-04 6.903103e+00 6.870038e-01 7.208136e-01 7.607200e+00 1.627083e+04 9.154595e-04 8.035348e+00
 8.806605e-04 6.901544e+00 6.898191e-01 7.239246e-01 7.608600e+00 1.594484e+04 9.177069e-04 8.038407e+00
 8.826988e-04 6.899976e+00 6.926419e-01 7.270450e-01 7.610000e+00 1.562595e+04 9.199603e-04 8.041473e+00
 8.847418e-04 6.898399e+00 6.954721e-01 7.301751e-01 7.611400e+00 1.531253e+04 9.222199e-04 8.044544e+00
 8.867895e-04 6.896914e+00 6.983096e-01 7.333146e-01 7.612900e+00 1.500665e+04 9.244856e-04 8.047731e+00
 8.888420e-04 6.895321e+00 7.011546e-01 7.364637e-01 7.614300e+00 1.470742e+04 9.267574e-04 8.050814e+00
 8.908992e-04 6.893719e+00 7.040069e-01 7.396224e-01 7.615700e+00 1.441260e+04 9.290354e-04 8.053903e+00
 8.929612e-04 6.892109e+00 7.068666e-01 7.427906e-01 7.617100e+00 1.412488e+04 9.313196e-04 8.056998e+00
 8.950280e-04 6.890490e+00 7.097336e-01 7.459683e-01 7.618500e+00 1.384407e+04 9.336100e-04 8.060099e+00
 8.970996e-04 6.888863e+00 7.126079e-01 7.491555e-01 7.619900e+00 1.356803e+04 9.359067e-04 8.063205e+00
 8.991759e-04 6.887228e+00 7.154896e-01 7.523522e-01 7.621300e+00 1.329797e+04 9.382096e-04 8.066318e+00
 9.012570e-04 6.885685e+00 7.183785e-01 7.555585e-01 7.622800e+00 1.303249e+04 9.405188e-04 8.069548e+00
 9.033430e-04 6.884032e+00 7.212746e-01 7.587742e-01 7.624200e+00 1.277340e+04 9.428343e-04 8.072673e+00
 9.054338e-04 6.882372e+00 7.241781e-01 7.619994e-01 7.625600e+00 1.251931e+04 9.451561e-04 8.075804e+00
 9.075294e-04 6.880703e+00 7.270887e-01 7.652341e-01 7.627000e+00 1.227011e+04 9.474842e-04 8.078941e+00
 9.096299e-04 6.879026e+00 7.300066e-01 7.684783e-01 7.628400e+00 1.202690e+04 9.498187e-04 8.082084e+00
 9.117353e-04 6.877341e+00 7.329317e-01 7.717320e-01 7.629800e+00 1.178779e+04 9.521596e-04 8.085233e+00
 9.138455e-04 6.875647e+00 7.358639e-01 7.749951e-01 7.631200e+00 1.155385e+04 9.545070e-04 8.088389e+00
 9.159606e-04 6.873945e+00 7.388034e-01 7.782677e-01 7.632600e+00 1.132496e+04 9.568607e-04 8.091550e+00
 9.180806e-04 6.872235e+00 7.417499e-01 7.815498e-01 7.634000e+00 1.110046e+04 9.592209e-04 8.094718e+00
 9.202055e-04 6.870517e+00 7.447036e-01 7.848412e-01 7.635400e+00 1.088082e+04 9.615875e-04 8.097892e+00
 9.223353e-04 6.868790e+00 7.476643e-01 7.881421e-01 7.636800e+00 1.066484e+04 9.639607e-04 8.101073e+00
 9.244701e-04 6.867055e+00 7.506322e-01 7.914524e-01 7.638200e+00 1.045406e+04 9.663403e-04 8.104259e+00
 9.266097e-04 6.865312e+00 7.536071e-01 7.947721e-01 7.639600e+00 1.024781e+04 9.687265e-04 8.107452e+00
 9.287544e-04 6.863561e+00 7.565890e-01 7.981012e-01 7.641000e+00 1.004551e+04 9.711193e-04 8.110651e+00
 9.309040e-04 6.861801e+00 7.595780e-01 8.014397e-01 7.642400e+00 9.847059e+03 9.735186e-04 8.113857e+00
 9.330586e-04 6.860034e+00 7.625739e-01 8.047875e-01 7.643800e+00 9.652402e+03 9.759246e-04 8.117069e+00
 9.352182e-04 6.858258e+00 7.655768e-01 8.081447e-01 7.645200e+00 9.461937e+03 9.783372e-04 8.120287e+00
 9.373827e-04 6.856474e+00 7.685867e-01 8.115113e-01 7.646600e+00 9.275569e+03 9.807564e-04 8.123511e+00
 9.395523e-04 6.854682e+00 7.716035e-01 8.148872e-01 7.648000e+00 9.093205e+03 9.831823e-04 8.126743e+00
 9.417269e-04 6.852782e+00 7.746272e-01 8.182724e-01 7.649300e+00 8.914303e+03 9.856149e-04 8.129868e+00
 9.439065e-04 6.850974e+00 7.776577e-01 8.216669e-01 7.650700e+00 8.738800e+03 9.880542e-04 8.133112e+00
 9.460912e-04 6.849158e+00 7.806952e-01 8.250707e-01 7.652100e+00 8.567065e+03 9.905002e-04 8.136362e+00
 9.482809e-04 6.847334e+00 7.837394e-01 8.284838e-01 7.653500e+00 8.399013e+03 9.929531e-04 8.139619e+00
 9.504757e-04 6.845402e+00 7.867905e-01 8.319062e-01 7.654800e+00 8.233723e+03 9.954127e-04 8.142771e+00
 9.526756e-04 6.843562e+00 7.898483e-01 8.353378e-01 7.656200e+00 8.072391e+03 9.978791e-04 8.146041e+00
 9.548806e-04 6.841714e+00 7.929129e-01 8.387786e-01 7.657600e+00 7.914107e+03 1.000352e-03 8.149317e+00
 9.570907e-04 6.839757e+00 7.959842e-01 8.422287e-01 7.658900e+00 7.758815e+03 1.002832e-03 8.152488e+00
 9.593059e-04 6.837894e+00 7.990623e-01 8.456879e-01 7.660300e+00 7.607237e+03 1.005319e-03 8.155778e+00
 9.615262e-04 6.835921e+00 8.021470e-01 8.491564e-01 7.661600e+00 7.458131e+03 1.007813e-03 8.158962e+00
 9.637517e-04 6.834042e+00 8.052383e-01 8.526340e-01 7.663000e+00 7.312215e+03 1.010314e-03 8.162265e+00
 9.659823e-04 6.832054e+00 8.083363e-01 8.561208e-01 7.664300e+00 7.169417e+03 1.012822e-03 8.165462e+00
 9.682180e-04 6.830159e+00 8.114409e-01 8.596167e-01 7.665700e+00 7.029303e+03 1.015337e-03 8.168778e+00
 9.704590e-04 6.828155e+00 8.145520e-01 8.631217e-01 7.667000e+00 6.892180e+03 1.017858e-03 8.171988e+00
 9.727051e-04 6.826144e+00 8.176697e-01 8.666358e-01 7.668300e+00 6.757981e+03 1.020387e-03 8.175206e+00
 9.749565e-04 6.824226e+00 8.207939e-01 8.701590e-01 7.669700e+00 6.625952e+03 1.022923e-03 8.178542e+00
 9.772130e-04 6.822199e+00 8.239246e-01 8.736913e-01 7.671000e+00 6.497078e+03 1.025466e-03 8.181773e+00
 9.794748e-04 6.820164e+00 8.270617e-01 8.772325e-01 7.672300e+00 6.370613e+03 1.028016e-03 8.185010e+00
 9.817418e-04 6.818122e+00 8.302053e-01 8.807829e-01 7.673600e+00 6.246515e+03 1.030573e-03 8.188254e+00
 9.840140e-04 6.816073e+00 8.333552e-01 8.843422e-01 7.674900e+00 6.125378e+03 1.033138e-03 8.191505e+00
 9.862915e-04 6.814015e+00 8.365116e-01 8.879105e-01 7.676200e+00 6.006185e+03 1.035709e-03 8.194762e+00
 9.885743e-04 6.811950e+00 8.396742e-01 8.914877e-01 7.677500e+00 5.889527e+03 1.038288e-03 8.198027e+00
 9.908624e-04 6.809878e+00 8.428432e-01 8.950739e-01 7.678800e+00 5.775347e+03 1.040874e-03 8.201298e+00
 9.931557e-04 6.807798e+00 8.460184e-01 8.986690e-01 7.680100e+00 5.663589e+03 1.043467e-03 8.204576e+00
 9.954544e-04 6.805710e+00 8.491998e-01 9.022730e-01 7.681400e+00 5.553615e+03 1.046067e-03 8.207861e+00
 9.977584e-04 6.803615e+00 8.523875e-01 9.058859e-01 7.682700e+00 5.446263e+03 1.048675e-03 8.211153e+00
 1.000068e-03 6.801412e+00 8.555813e-01 9.095076e-01 7.683900e+00 5.340619e+03 1.051290e-03 8.214339e+00
 1.002382e-03 6.799302e+00 8.587813e-01 9.131381e-01 7.685200e+00 5.237494e+03 1.053912e-03 8.217645e+00
 1.004702e-03 6.797184e+00 8.619874e-01 9.167774e-01 7.686500e+00 5.136278e+03 1.056542e-03 8.220958e+00
 1.007028e-03 6.794959e+00 8.651996e-01 9.204255e-01 7.687700e+00 5.037470e+03 1.059179e-03 8.224164e+00
 1.009359e-03 6.792827e+00 8.684178e-01 9.240824e-01 7.689000e+00 4.940222e+03 1.061824e-03 8.227491e+00
 1.011695e-03 6.790587e+00 8.716420e-01 9.277479e-01 7.690200e+00 4.845029e+03 1.064476e-03 8.230711e+00
 1.014036e-03 6.788440e+00 8.748722e-01 9.314222e-01 7.691500e+00 4.751339e+03 1.067136e-03 8.234052e+00
 1.016383e-03 6.786186e+00 8.781083e-01 9.351051e-01 7.692700e+00 4.659881e+03 1.069803e-03 8.237286e+00
 1.018736e-03 6.783924e+00 8.813504e-01 9.387967e-01 7.693900e+00 4.570596e+03 1.072477e-03 8.240528e+00
 1.021094e-03 6.781655e+00 8.845983e-01 9.424969e-01 7.695100e+00 4.482708e+03 1.075160e-03 8.243776e+00
 1.023457e-03 6.779379e+00 8.878520e-01 9.462057e-01 7.696300e+00 4.396673e+03 1.077849e-03 8.247031e+00
 1.025826e-03 6.777196e+00 8.911115e-01 9.499230e-01 7.697600e+00 4.311984e+03 1.080547e-03 8.250408e+00
 1.028200e-03 6.774906e+00 8.943768e-01 9.536489e-01 7.698800e+00 4.229310e+03 1.083252e-03 8.253678e+00
 1.030580e-03 6.772508e+00 8.976478e-01 9.573832e-01 7.699900e+00 4.148151e+03 1.085965e-03 8.256840e+00
 1.032965e-03 6.770204e+00 9.009245e-01 9.611261e-01 7.701100e+00 4.068919e+03 1.088685e-03 8.260124e+00
 1.035356e-03 6.767892e+00 9.042068e-01 9.648774e-01 7.702300e+00 3.990917e+03 1.091413e-03 8.263416e+00
 1.037752e-03 6.765574e+00 9.074947e-01 9.686371e-01 7.703500e+00 3.914766e+03 1.094149e-03 8.266714e+00
 1.040154e-03 6.763248e+00 9.107882e-01 9.724052e-01 7.704700e+00 3.839794e+03 1.096893e-03 8.270020e+00
 1.042562e-03 6.760816e+00 9.140872e-01 9.761816e-01 7.705800e+00 3.766602e+03 1.099645e-03 8.273218e+00
 1.044975e-03 6.758477e+00 9.173917e-01 9.799664e-01 7.707000e+00 3.694539e+03 1.102404e-03 8.276538e+00
