# rho_central, M, R
0.00032 0.09732554757496732 10.611999999999275
0.00033600000000000004 0.10400911479928056 10.015999999999341
0.0003528 0.11218689697004905 9.499999999999398
0.00037044 0.12193696088100228 9.063999999999446
0.00038896199999999997 0.13334304879208086 8.703999999999485
0.0004084101 0.14649972464328978 8.407999999999518
0.00042883060499999997 0.16151470386653402 8.171999999999544
0.00045027213525 0.178509284570687 7.979999999999564
0.0004727857420125 0.19761752447221476 7.831999999999581
0.000496425029113125 0.21898462195087426 7.715999999999593
0.0005212462805687813 0.2427647290973981 7.627999999999603
0.0005473085945972203 0.2691180612458534 7.56799999999961
0.0005746740243270813 0.29820775149560225 7.5239999999996146
0.0006034077255434354 0.3301957553334462 7.499999999999617
0.0006335781118206071 0.3652384722979503 7.4879999999996185
0.0006652570174116375 0.40348152043453506 7.4879999999996185
0.0006985198682822193 0.4450538164275811 7.495999999999618
0.0007334458616963303 0.4900611843380846 7.511999999999616
0.0007701181547811467 0.5385792369340335 7.535999999999613
0.000808624062520204 0.5906460027232179 7.559999999999611
0.0008490552656462143 0.6459291340622012 7.5879999999996075
0.000891508028928525 0.7045745418277942 7.619999999999604
0.0009360834303749513 0.7664866711441243 7.647999999999601
0.000982887601893699 0.8314842707898217 7.675999999999598
0.001032031981988384 0.8993179111596058 7.703999999999595
0.0010836335810878032 0.9696672625285413 7.727999999999592
0.0011378152601421933 1.0421405500300478 7.74399999999959
0.001194706023149303 1.1162764410652015 7.759999999999589
0.001254441324306768 1.1915490030781113 7.771999999999587
0.0013171633905221065 1.2673754436141507 7.771999999999587
0.001383021560048212 1.3431268061290471 7.771999999999587
0.0014521726380506226 1.4181414043796154 7.759999999999589
0.0015247812699531538 1.491740411920354 7.74399999999959
0.0016010203334508115 1.563245007198145 7.719999999999593
0.001681071350123352 1.6294464215047935 7.691999999999596
0.0017651249176295198 1.6912879725882455 7.6519999999996005
0.0018533811635109958 1.7490432436315242 7.611999999999605
0.0019460502216865456 1.8023492476232026 7.559999999999611
0.002043352732770873 1.8509123162078829 7.503999999999617
0.002145520369409417 1.894508234272187 7.439999999999624
0.0022527963878798875 1.9329833566374448 7.367999999999632
0.002365436207273882 1.9662546615918266 7.29599999999964
0.002483708017637576 1.9943079867898452 7.2159999999996485
0.002607893418519455 2.017194548700934 7.135999999999657
0.0027382880894454274 2.0350259599625504 7.047999999999667
0.0028752024939176987 2.0479679081231423 6.955999999999677
0.0030189626186135836 2.0562330311442607 6.867999999999687
0.0031699107495442628 2.0600732817136085 6.771999999999697
