# MvsR for poly none
#   Gamma = 2.000000e+00
#   K     = 1.000000e+02
# rho_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 2.857492e-04 1.106085e+01 5.723508e-01 5.867723e-01 1.164060e+01 4.184371e+05 2.939144e-04 1.200493e+01
 2.867378e-04 1.105644e+01 5.739140e-01 5.884187e-01 1.163780e+01 4.117944e+05 2.949597e-04 1.200321e+01
 2.877299e-04 1.105213e+01 5.754802e-01 5.900685e-01 1.163510e+01 4.052898e+05 2.960088e-04 1.200161e+01
 2.887254e-04 1.104772e+01 5.770494e-01 5.917218e-01 1.163230e+01 3.988634e+05 2.970616e-04 1.199990e+01
 2.897244e-04 1.104330e+01 5.786216e-01 5.933785e-01 1.162950e+01 3.925427e+05 2.981184e-04 1.199819e+01
 2.907268e-04 1.103888e+01 5.801968e-01 5.950386e-01 1.162670e+01 3.863259e+05 2.991790e-04 1.199648e+01
 2.917326e-04 1.103446e+01 5.817750e-01 5.967021e-01 1.162390e+01 3.802111e+05 3.002434e-04 1.199478e+01
 2.927420e-04 1.103003e+01 5.833562e-01 5.983691e-01 1.162110e+01 3.741968e+05 3.013118e-04 1.199309e+01
 2.937548e-04 1.102550e+01 5.849404e-01 6.000396e-01 1.161820e+01 3.682551e+05 3.023840e-04 1.199128e+01
 2.947712e-04 1.102107e+01 5.865276e-01 6.017134e-01 1.161540e+01 3.624369e+05 3.034602e-04 1.198959e+01
 2.957910e-04 1.101663e+01 5.881178e-01 6.033907e-01 1.161260e+01 3.567141e+05 3.045403e-04 1.198790e+01
 2.968144e-04 1.101209e+01 5.897109e-01 6.050714e-01 1.160970e+01 3.510601e+05 3.056243e-04 1.198611e+01
 2.978414e-04 1.100765e+01 5.913071e-01 6.067555e-01 1.160690e+01 3.455237e+05 3.067123e-04 1.198443e+01
 2.988718e-04 1.100311e+01 5.929062e-01 6.084431e-01 1.160400e+01 3.400538e+05 3.078043e-04 1.198265e+01
 2.999059e-04 1.099866e+01 5.945083e-01 6.101341e-01 1.160120e+01 3.346975e+05 3.089002e-04 1.198097e+01
 3.009435e-04 1.099411e+01 5.961133e-01 6.118285e-01 1.159830e+01 3.294055e+05 3.100002e-04 1.197919e+01
 3.019847e-04 1.098955e+01 5.977214e-01 6.135263e-01 1.159540e+01 3.242003e+05 3.111042e-04 1.197742e+01
 3.030296e-04 1.098499e+01 5.993324e-01 6.152276e-01 1.159250e+01 3.190805e+05 3.122123e-04 1.197565e+01
 3.040780e-04 1.098043e+01 6.009464e-01 6.169323e-01 1.158960e+01 3.140447e+05 3.133243e-04 1.197388e+01
 3.051301e-04 1.097587e+01 6.025633e-01 6.186404e-01 1.158670e+01 3.090914e+05 3.144405e-04 1.197211e+01
 3.061858e-04 1.097130e+01 6.041832e-01 6.203519e-01 1.158380e+01 3.042193e+05 3.155607e-04 1.197035e+01
 3.072451e-04 1.096673e+01 6.058061e-01 6.220669e-01 1.158090e+01 2.994269e+05 3.166851e-04 1.196859e+01
 3.083081e-04 1.096205e+01 6.074319e-01 6.237852e-01 1.157790e+01 2.946921e+05 3.178135e-04 1.196673e+01
 3.093748e-04 1.095748e+01 6.090607e-01 6.255070e-01 1.157500e+01 2.900557e+05 3.189461e-04 1.196498e+01
 3.104452e-04 1.095280e+01 6.106924e-01 6.272322e-01 1.157200e+01 2.854747e+05 3.200829e-04 1.196312e+01
 3.115193e-04 1.094821e+01 6.123271e-01 6.289608e-01 1.156910e+01 2.809890e+05 3.212238e-04 1.196137e+01
 3.125971e-04 1.094352e+01 6.139647e-01 6.306928e-01 1.156610e+01 2.765568e+05 3.223688e-04 1.195953e+01
 3.136787e-04 1.093893e+01 6.156052e-01 6.324282e-01 1.156320e+01 2.722167e+05 3.235181e-04 1.195779e+01
 3.147640e-04 1.093424e+01 6.172487e-01 6.341671e-01 1.156020e+01 2.679283e+05 3.246716e-04 1.195594e+01
 3.158530e-04 1.092954e+01 6.188951e-01 6.359093e-01 1.155720e+01 2.637102e+05 3.258293e-04 1.195410e+01
 3.169458e-04 1.092484e+01 6.205445e-01 6.376550e-01 1.155420e+01 2.595611e+05 3.269913e-04 1.195227e+01
 3.180424e-04 1.092014e+01 6.221968e-01 6.394040e-01 1.155120e+01 2.554799e+05 3.281575e-04 1.195044e+01
 3.191428e-04 1.091543e+01 6.238519e-01 6.411564e-01 1.154820e+01 2.514655e+05 3.293280e-04 1.194861e+01
 3.202469e-04 1.091072e+01 6.255100e-01 6.429123e-01 1.154520e+01 2.475167e+05 3.305028e-04 1.194678e+01
 3.213550e-04 1.090591e+01 6.271711e-01 6.446715e-01 1.154210e+01 2.436151e+05 3.316819e-04 1.194485e+01
 3.224668e-04 1.090120e+01 6.288350e-01 6.464342e-01 1.153910e+01 2.397945e+05 3.328653e-04 1.194303e+01
 3.235825e-04 1.089648e+01 6.305018e-01 6.482002e-01 1.153610e+01 2.360362e+05 3.340530e-04 1.194122e+01
 3.247020e-04 1.089166e+01 6.321716e-01 6.499696e-01 1.153300e+01 2.323228e+05 3.352452e-04 1.193930e+01
 3.258254e-04 1.088683e+01 6.338442e-01 6.517424e-01 1.152990e+01 2.286701e+05 3.364417e-04 1.193738e+01
 3.269528e-04 1.088210e+01 6.355197e-01 6.535186e-01 1.152690e+01 2.250932e+05 3.376426e-04 1.193557e+01
 3.280840e-04 1.087727e+01 6.371981e-01 6.552982e-01 1.152380e+01 2.215589e+05 3.388479e-04 1.193367e+01
 3.292191e-04 1.087244e+01 6.388794e-01 6.570811e-01 1.152070e+01 2.180823e+05 3.400576e-04 1.193176e+01
 3.303581e-04 1.086760e+01 6.405636e-01 6.588675e-01 1.151760e+01 2.146624e+05 3.412718e-04 1.192986e+01
 3.315011e-04 1.086276e+01 6.422506e-01 6.606572e-01 1.151450e+01 2.112985e+05 3.424904e-04 1.192796e+01
 3.326481e-04 1.085791e+01 6.439406e-01 6.624502e-01 1.151140e+01 2.079894e+05 3.437135e-04 1.192606e+01
 3.337990e-04 1.085306e+01 6.456334e-01 6.642467e-01 1.150830e+01 2.047344e+05 3.449412e-04 1.192417e+01
 3.349539e-04 1.084821e+01 6.473290e-01 6.660465e-01 1.150520e+01 2.015324e+05 3.461733e-04 1.192228e+01
 3.361128e-04 1.084326e+01 6.490275e-01 6.678497e-01 1.150200e+01 1.983684e+05 3.474099e-04 1.192029e+01
 3.372757e-04 1.083840e+01 6.507289e-01 6.696562e-01 1.149890e+01 1.952701e+05 3.486511e-04 1.191841e+01
 3.384426e-04 1.083354e+01 6.524331e-01 6.714661e-01 1.149580e+01 1.922223e+05 3.498969e-04 1.191653e+01
 3.396135e-04 1.082858e+01 6.541401e-01 6.732793e-01 1.149260e+01 1.892105e+05 3.511473e-04 1.191454e+01
 3.407886e-04 1.082361e+01 6.558500e-01 6.750959e-01 1.148940e+01 1.862480e+05 3.524022e-04 1.191257e+01
 3.419676e-04 1.081875e+01 6.575627e-01 6.769159e-01 1.148630e+01 1.833468e+05 3.536618e-04 1.191070e+01
 3.431508e-04 1.081377e+01 6.592783e-01 6.787392e-01 1.148310e+01 1.804799e+05 3.549260e-04 1.190872e+01
 3.443380e-04 1.080880e+01 6.609966e-01 6.805658e-01 1.147990e+01 1.776598e+05 3.561949e-04 1.190676e+01
 3.455294e-04 1.080382e+01 6.627178e-01 6.823958e-01 1.147670e+01 1.748856e+05 3.574685e-04 1.190479e+01
 3.467249e-04 1.079884e+01 6.644418e-01 6.842291e-01 1.147350e+01 1.721566e+05 3.587467e-04 1.190283e+01
 3.479245e-04 1.079385e+01 6.661686e-01 6.860657e-01 1.147030e+01 1.694721e+05 3.600296e-04 1.190087e+01
 3.491283e-04 1.078876e+01 6.678982e-01 6.879057e-01 1.146700e+01 1.668193e+05 3.613173e-04 1.189881e+01
 3.503362e-04 1.078377e+01 6.696306e-01 6.897489e-01 1.146380e+01 1.642215e+05 3.626097e-04 1.189686e+01
 3.515483e-04 1.077878e+01 6.713658e-01 6.915955e-01 1.146060e+01 1.616659e+05 3.639069e-04 1.189491e+01
 3.527646e-04 1.077368e+01 6.731038e-01 6.934454e-01 1.145730e+01 1.591406e+05 3.652089e-04 1.189286e+01
 3.539851e-04 1.076868e+01 6.748445e-01 6.952987e-01 1.145410e+01 1.566675e+05 3.665157e-04 1.189091e+01
 3.552099e-04 1.076358e+01 6.765881e-01 6.971552e-01 1.145080e+01 1.542236e+05 3.678273e-04 1.188887e+01
 3.564388e-04 1.075847e+01 6.783343e-01 6.990150e-01 1.144750e+01 1.518194e+05 3.691437e-04 1.188683e+01
 3.576720e-04 1.075336e+01 6.800834e-01 7.008781e-01 1.144420e+01 1.494544e+05 3.704650e-04 1.188479e+01
 3.589095e-04 1.074825e+01 6.818352e-01 7.027446e-01 1.144090e+01 1.471279e+05 3.717911e-04 1.188276e+01
 3.601513e-04 1.074314e+01 6.835897e-01 7.046143e-01 1.143760e+01 1.448392e+05 3.731222e-04 1.188072e+01
 3.613974e-04 1.073802e+01 6.853470e-01 7.064873e-01 1.143430e+01 1.425877e+05 3.744582e-04 1.187870e+01
 3.626478e-04 1.073290e+01 6.871070e-01 7.083635e-01 1.143100e+01 1.403727e+05 3.757991e-04 1.187667e+01
 3.639025e-04 1.072777e+01 6.888698e-01 7.102431e-01 1.142770e+01 1.381937e+05 3.771450e-04 1.187465e+01
 3.651615e-04 1.072264e+01 6.906353e-01 7.121259e-01 1.142440e+01 1.360500e+05 3.784958e-04 1.187263e+01
 3.664249e-04 1.071741e+01 6.924035e-01 7.140120e-01 1.142100e+01 1.339315e+05 3.798516e-04 1.187051e+01
 3.676927e-04 1.071228e+01 6.941744e-01 7.159014e-01 1.141770e+01 1.318569e+05 3.812125e-04 1.186850e+01
 3.689649e-04 1.070704e+01 6.959480e-01 7.177940e-01 1.141430e+01 1.298067e+05 3.825784e-04 1.186639e+01
 3.702414e-04 1.070180e+01 6.977243e-01 7.196898e-01 1.141090e+01 1.277897e+05 3.839493e-04 1.186428e+01
 3.715224e-04 1.069656e+01 6.995033e-01 7.215889e-01 1.140750e+01 1.258056e+05 3.853253e-04 1.186217e+01
 3.728078e-04 1.069142e+01 7.012849e-01 7.234913e-01 1.140420e+01 1.238624e+05 3.867064e-04 1.186018e+01
 3.740977e-04 1.068617e+01 7.030693e-01 7.253969e-01 1.140080e+01 1.219420e+05 3.880926e-04 1.185808e+01
 3.753920e-04 1.068091e+01 7.048563e-01 7.273057e-01 1.139740e+01 1.200527e+05 3.894839e-04 1.185598e+01
 3.766908e-04 1.067556e+01 7.066460e-01 7.292177e-01 1.139390e+01 1.181856e+05 3.908804e-04 1.185378e+01
 3.779941e-04 1.067030e+01 7.084383e-01 7.311330e-01 1.139050e+01 1.163572e+05 3.922820e-04 1.185169e+01
 3.793019e-04 1.066504e+01 7.102333e-01 7.330514e-01 1.138710e+01 1.145583e+05 3.936889e-04 1.184960e+01
 3.806142e-04 1.065978e+01 7.120309e-01 7.349731e-01 1.138370e+01 1.127886e+05 3.951009e-04 1.184752e+01
